month,level_1,level_2,value
2009-02,Number Of Air Passenger Departures,North America,17445
2009-02,Number Of Air Passenger Departures,Other Regions,na
2009-03,Number Of Air Passenger Departures,South East Asia,574093
2009-03,Number Of Air Passenger Departures,North East Asia,350531
2009-03,Number Of Air Passenger Departures,South Asia,110692
2009-03,Number Of Air Passenger Departures,Middle East,32386
2009-03,Number Of Air Passenger Departures,Oceania,162655
2009-03,Number Of Air Passenger Departures,Europe,159563
2009-03,Number Of Air Passenger Departures,North America,19507
2009-03,Number Of Air Passenger Departures,Other Regions,na
2009-04,Number Of Air Passenger Departures,South East Asia,561955
2009-04,Number Of Air Passenger Departures,North East Asia,340671
2009-04,Number Of Air Passenger Departures,South Asia,118048
2009-04,Number Of Air Passenger Departures,Middle East,36802
2009-04,Number Of Air Passenger Departures,Oceania,166622
2009-04,Number Of Air Passenger Departures,Europe,161183
2009-04,Number Of Air Passenger Departures,North America,17296
2009-04,Number Of Air Passenger Departures,Other Regions,na
2009-05,Number Of Air Passenger Departures,South East Asia,555652
2009-05,Number Of Air Passenger Departures,North East Asia,313635
2009-05,Number Of Air Passenger Departures,South Asia,130806
2009-05,Number Of Air Passenger Departures,Middle East,35813
2009-05,Number Of Air Passenger Departures,Oceania,146939
2009-05,Number Of Air Passenger Departures,Europe,158782
2009-05,Number Of Air Passenger Departures,North America,16791
2009-05,Number Of Air Passenger Departures,Other Regions,na
2009-06,Number Of Air Passenger Departures,South East Asia,636620
2009-06,Number Of Air Passenger Departures,North East Asia,315462
2009-06,Number Of Air Passenger Departures,South Asia,138349
2009-06,Number Of Air Passenger Departures,Middle East,34415
2009-06,Number Of Air Passenger Departures,Oceania,156826
2009-06,Number Of Air Passenger Departures,Europe,160403
2009-06,Number Of Air Passenger Departures,North America,21072
2009-06,Number Of Air Passenger Departures,Other Regions,na
2009-07,Number Of Air Passenger Departures,South East Asia,651218
2009-07,Number Of Air Passenger Departures,North East Asia,318714
2009-07,Number Of Air Passenger Departures,South Asia,124500
2009-07,Number Of Air Passenger Departures,Middle East,31574
2009-07,Number Of Air Passenger Departures,Oceania,203570
2009-07,Number Of Air Passenger Departures,Europe,158654
2009-07,Number Of Air Passenger Departures,North America,21994
2009-07,Number Of Air Passenger Departures,Other Regions,na
2009-08,Number Of Air Passenger Departures,South East Asia,620703
2009-08,Number Of Air Passenger Departures,North East Asia,370931
2009-08,Number Of Air Passenger Departures,South Asia,123074
2009-08,Number Of Air Passenger Departures,Middle East,39862
2009-08,Number Of Air Passenger Departures,Oceania,168213
2009-08,Number Of Air Passenger Departures,Europe,174676
2009-08,Number Of Air Passenger Departures,North America,24665
2009-08,Number Of Air Passenger Departures,Other Regions,na
2009-09,Number Of Air Passenger Departures,South East Asia,611531
2009-09,Number Of Air Passenger Departures,North East Asia,346799
2009-09,Number Of Air Passenger Departures,South Asia,113424
2009-09,Number Of Air Passenger Departures,Middle East,29872
2009-09,Number Of Air Passenger Departures,Oceania,186638
2009-09,Number Of Air Passenger Departures,Europe,165195
2009-09,Number Of Air Passenger Departures,North America,20055
2009-09,Number Of Air Passenger Departures,Other Regions,na
2009-10,Number Of Air Passenger Departures,South East Asia,672977
2009-10,Number Of Air Passenger Departures,North East Asia,378339
2009-10,Number Of Air Passenger Departures,South Asia,139427
2009-10,Number Of Air Passenger Departures,Middle East,30940
2009-10,Number Of Air Passenger Departures,Oceania,221759
2009-10,Number Of Air Passenger Departures,Europe,142525
2009-10,Number Of Air Passenger Departures,North America,19843
2009-10,Number Of Air Passenger Departures,Other Regions,na
2009-11,Number Of Air Passenger Departures,South East Asia,701516
2009-11,Number Of Air Passenger Departures,North East Asia,405305
2009-11,Number Of Air Passenger Departures,South Asia,155918
2009-11,Number Of Air Passenger Departures,Middle East,34259
2009-11,Number Of Air Passenger Departures,Oceania,194154
2009-11,Number Of Air Passenger Departures,Europe,150866
2009-11,Number Of Air Passenger Departures,North America,21407
2009-11,Number Of Air Passenger Departures,Other Regions,na
2009-12,Number Of Air Passenger Departures,South East Asia,801059
2009-12,Number Of Air Passenger Departures,North East Asia,449982
2009-12,Number Of Air Passenger Departures,South Asia,163774
2009-12,Number Of Air Passenger Departures,Middle East,32211
2009-12,Number Of Air Passenger Departures,Oceania,206840
2009-12,Number Of Air Passenger Departures,Europe,149586
2009-12,Number Of Air Passenger Departures,North America,25254
2009-12,Number Of Air Passenger Departures,Other Regions,na
2010-01,Number Of Air Passenger Departures,South East Asia,670373
2010-01,Number Of Air Passenger Departures,North East Asia,326405
2010-01,Number Of Air Passenger Departures,South Asia,132835
2010-01,Number Of Air Passenger Departures,Middle East,31625
2010-01,Number Of Air Passenger Departures,Oceania,236638
2010-01,Number Of Air Passenger Departures,Europe,159826
2010-01,Number Of Air Passenger Departures,North America,25211
2010-01,Number Of Air Passenger Departures,Other Regions,na
2010-02,Number Of Air Passenger Departures,South East Asia,635464
2010-02,Number Of Air Passenger Departures,North East Asia,377144
2010-02,Number Of Air Passenger Departures,South Asia,119938
2010-02,Number Of Air Passenger Departures,Middle East,30149
2010-02,Number Of Air Passenger Departures,Oceania,199629
2010-02,Number Of Air Passenger Departures,Europe,130910
2010-02,Number Of Air Passenger Departures,North America,20386
2010-02,Number Of Air Passenger Departures,Other Regions,na
2010-03,Number Of Air Passenger Departures,South East Asia,719644
2010-03,Number Of Air Passenger Departures,North East Asia,416111
2010-03,Number Of Air Passenger Departures,South Asia,131450
2010-03,Number Of Air Passenger Departures,Middle East,36564
2010-03,Number Of Air Passenger Departures,Oceania,178384
2010-03,Number Of Air Passenger Departures,Europe,173432
2010-03,Number Of Air Passenger Departures,North America,22857
2010-03,Number Of Air Passenger Departures,Other Regions,na
2010-04,Number Of Air Passenger Departures,South East Asia,675327
2010-04,Number Of Air Passenger Departures,North East Asia,389638
2010-04,Number Of Air Passenger Departures,South Asia,128671
2010-04,Number Of Air Passenger Departures,Middle East,35781
2010-04,Number Of Air Passenger Departures,Oceania,169935
2010-04,Number Of Air Passenger Departures,Europe,151772
2010-04,Number Of Air Passenger Departures,North America,22279
2010-04,Number Of Air Passenger Departures,Other Regions,na
2010-05,Number Of Air Passenger Departures,South East Asia,717480
2010-05,Number Of Air Passenger Departures,North East Asia,425962
2010-05,Number Of Air Passenger Departures,South Asia,160775
2010-05,Number Of Air Passenger Departures,Middle East,38542
2010-05,Number Of Air Passenger Departures,Oceania,148896
2010-05,Number Of Air Passenger Departures,Europe,162032
2010-05,Number Of Air Passenger Departures,North America,24087
2010-05,Number Of Air Passenger Departures,Other Regions,na
2010-06,Number Of Air Passenger Departures,South East Asia,755765
2010-06,Number Of Air Passenger Departures,North East Asia,424854
2010-06,Number Of Air Passenger Departures,South Asia,153990
2010-06,Number Of Air Passenger Departures,Middle East,34383
2010-06,Number Of Air Passenger Departures,Oceania,164726
2010-06,Number Of Air Passenger Departures,Europe,165726
2010-06,Number Of Air Passenger Departures,North America,26222
2010-06,Number Of Air Passenger Departures,Other Regions,na
2010-07,Number Of Air Passenger Departures,South East Asia,784841
2010-07,Number Of Air Passenger Departures,North East Asia,398122
2010-07,Number Of Air Passenger Departures,South Asia,136511
2010-07,Number Of Air Passenger Departures,Middle East,35570
2010-07,Number Of Air Passenger Departures,Oceania,216573
2010-07,Number Of Air Passenger Departures,Europe,159153
2010-07,Number Of Air Passenger Departures,North America,26360
2010-07,Number Of Air Passenger Departures,Other Regions,na
2010-08,Number Of Air Passenger Departures,South East Asia,703618
2010-08,Number Of Air Passenger Departures,North East Asia,436170
2010-08,Number Of Air Passenger Departures,South Asia,132275
2010-08,Number Of Air Passenger Departures,Middle East,37213
2010-08,Number Of Air Passenger Departures,Oceania,167762
2010-08,Number Of Air Passenger Departures,Europe,171604
2010-08,Number Of Air Passenger Departures,North America,26212
2010-08,Number Of Air Passenger Departures,Other Regions,na
2010-09,Number Of Air Passenger Departures,South East Asia,708085
2010-09,Number Of Air Passenger Departures,North East Asia,399382
2010-09,Number Of Air Passenger Departures,South Asia,121921
2010-09,Number Of Air Passenger Departures,Middle East,33143
2010-09,Number Of Air Passenger Departures,Oceania,191179
2010-09,Number Of Air Passenger Departures,Europe,164364
2010-09,Number Of Air Passenger Departures,North America,20785
2010-09,Number Of Air Passenger Departures,Other Regions,na
2010-10,Number Of Air Passenger Departures,South East Asia,748352
2010-10,Number Of Air Passenger Departures,North East Asia,428078
2010-10,Number Of Air Passenger Departures,South Asia,148755
2010-10,Number Of Air Passenger Departures,Middle East,28357
2010-10,Number Of Air Passenger Departures,Oceania,220484
2010-10,Number Of Air Passenger Departures,Europe,138869
2010-10,Number Of Air Passenger Departures,North America,21701
2010-10,Number Of Air Passenger Departures,Other Regions,na
2010-11,Number Of Air Passenger Departures,South East Asia,767592
2010-11,Number Of Air Passenger Departures,North East Asia,457247
2010-11,Number Of Air Passenger Departures,South Asia,171551
2010-11,Number Of Air Passenger Departures,Middle East,35800
2010-11,Number Of Air Passenger Departures,Oceania,193484
2010-11,Number Of Air Passenger Departures,Europe,145192
2010-11,Number Of Air Passenger Departures,North America,23161
2010-11,Number Of Air Passenger Departures,Other Regions,na
2010-12,Number Of Air Passenger Departures,South East Asia,868766
2010-12,Number Of Air Passenger Departures,North East Asia,493714
2010-12,Number Of Air Passenger Departures,South Asia,170277
2010-12,Number Of Air Passenger Departures,Middle East,34891
2010-12,Number Of Air Passenger Departures,Oceania,204541
2010-12,Number Of Air Passenger Departures,Europe,146593
2010-12,Number Of Air Passenger Departures,North America,26957
2010-12,Number Of Air Passenger Departures,Other Regions,na
2011-01,Number Of Air Passenger Departures,South East Asia,807242
2011-01,Number Of Air Passenger Departures,North East Asia,398810
2011-01,Number Of Air Passenger Departures,South Asia,150353
2011-01,Number Of Air Passenger Departures,Middle East,33116
2011-01,Number Of Air Passenger Departures,Oceania,246105
2011-01,Number Of Air Passenger Departures,Europe,158320
2011-01,Number Of Air Passenger Departures,North America,24905
2011-01,Number Of Air Passenger Departures,Other Regions,na
2011-02,Number Of Air Passenger Departures,South East Asia,706336
2011-02,Number Of Air Passenger Departures,North East Asia,421474
2011-02,Number Of Air Passenger Departures,South Asia,128290
2011-02,Number Of Air Passenger Departures,Middle East,30501
2011-02,Number Of Air Passenger Departures,Oceania,205279
2011-02,Number Of Air Passenger Departures,Europe,123331
2011-02,Number Of Air Passenger Departures,North America,19909
2011-02,Number Of Air Passenger Departures,Other Regions,na
2011-03,Number Of Air Passenger Departures,South East Asia,815867
2011-03,Number Of Air Passenger Departures,North East Asia,435439
2011-03,Number Of Air Passenger Departures,South Asia,137742
2011-03,Number Of Air Passenger Departures,Middle East,37410
2011-03,Number Of Air Passenger Departures,Oceania,180125
2011-03,Number Of Air Passenger Departures,Europe,169421
2011-03,Number Of Air Passenger Departures,North America,24853
2011-03,Number Of Air Passenger Departures,Other Regions,na
2011-04,Number Of Air Passenger Departures,South East Asia,806624
2011-04,Number Of Air Passenger Departures,North East Asia,434160
2011-04,Number Of Air Passenger Departures,South Asia,141458
2011-04,Number Of Air Passenger Departures,Middle East,36928
2011-04,Number Of Air Passenger Departures,Oceania,192240
2011-04,Number Of Air Passenger Departures,Europe,168423
2011-04,Number Of Air Passenger Departures,North America,22460
2011-04,Number Of Air Passenger Departures,Other Regions,na
2011-05,Number Of Air Passenger Departures,South East Asia,826389
2011-05,Number Of Air Passenger Departures,North East Asia,453443
2011-05,Number Of Air Passenger Departures,South Asia,160682
2011-05,Number Of Air Passenger Departures,Middle East,40443
2011-05,Number Of Air Passenger Departures,Oceania,179405
2011-05,Number Of Air Passenger Departures,Europe,174795
2011-05,Number Of Air Passenger Departures,North America,24130
2011-05,Number Of Air Passenger Departures,Other Regions,na
2011-06,Number Of Air Passenger Departures,South East Asia,874921
2011-06,Number Of Air Passenger Departures,North East Asia,457192
2011-06,Number Of Air Passenger Departures,South Asia,163707
2011-06,Number Of Air Passenger Departures,Middle East,38799
2011-06,Number Of Air Passenger Departures,Oceania,180661
2011-06,Number Of Air Passenger Departures,Europe,176092
2011-06,Number Of Air Passenger Departures,North America,28009
2011-06,Number Of Air Passenger Departures,Other Regions,na
2011-07,Number Of Air Passenger Departures,South East Asia,898097
2011-07,Number Of Air Passenger Departures,North East Asia,473631
2011-07,Number Of Air Passenger Departures,South Asia,150225
2011-07,Number Of Air Passenger Departures,Middle East,40449
2011-07,Number Of Air Passenger Departures,Oceania,233071
2011-07,Number Of Air Passenger Departures,Europe,168022
2011-07,Number Of Air Passenger Departures,North America,29371
2011-07,Number Of Air Passenger Departures,Other Regions,na
2011-08,Number Of Air Passenger Departures,South East Asia,762199
2011-08,Number Of Air Passenger Departures,North East Asia,538109
2011-08,Number Of Air Passenger Departures,South Asia,138656
2011-08,Number Of Air Passenger Departures,Middle East,34510
2011-08,Number Of Air Passenger Departures,Oceania,197205
2011-08,Number Of Air Passenger Departures,Europe,174641
2011-08,Number Of Air Passenger Departures,North America,28430
2011-08,Number Of Air Passenger Departures,Other Regions,na
2011-09,Number Of Air Passenger Departures,South East Asia,824269
2011-09,Number Of Air Passenger Departures,North East Asia,441643
2011-09,Number Of Air Passenger Departures,South Asia,134899
2011-09,Number Of Air Passenger Departures,Middle East,38500
2011-09,Number Of Air Passenger Departures,Oceania,207927
2011-09,Number Of Air Passenger Departures,Europe,169601
2011-09,Number Of Air Passenger Departures,North America,22446
2011-09,Number Of Air Passenger Departures,Other Regions,na
2011-10,Number Of Air Passenger Departures,South East Asia,801820
2011-10,Number Of Air Passenger Departures,North East Asia,479398
2011-10,Number Of Air Passenger Departures,South Asia,162857
2011-10,Number Of Air Passenger Departures,Middle East,33732
2011-10,Number Of Air Passenger Departures,Oceania,237014
2011-10,Number Of Air Passenger Departures,Europe,139992
2011-10,Number Of Air Passenger Departures,North America,21923
2011-10,Number Of Air Passenger Departures,Other Regions,na
2011-11,Number Of Air Passenger Departures,South East Asia,817460
2011-11,Number Of Air Passenger Departures,North East Asia,520168
2011-11,Number Of Air Passenger Departures,South Asia,178638
2011-11,Number Of Air Passenger Departures,Middle East,39523
2011-11,Number Of Air Passenger Departures,Oceania,208269
2011-11,Number Of Air Passenger Departures,Europe,145734
2011-11,Number Of Air Passenger Departures,North America,22783
2011-11,Number Of Air Passenger Departures,Other Regions,na
2011-12,Number Of Air Passenger Departures,South East Asia,965468
2011-12,Number Of Air Passenger Departures,North East Asia,577958
2011-12,Number Of Air Passenger Departures,South Asia,191723
2011-12,Number Of Air Passenger Departures,Middle East,44158
2011-12,Number Of Air Passenger Departures,Oceania,218285
2011-12,Number Of Air Passenger Departures,Europe,155429
2011-12,Number Of Air Passenger Departures,North America,28189
2011-12,Number Of Air Passenger Departures,Other Regions,na
2012-01,Number Of Air Passenger Departures,South East Asia,877576
2012-01,Number Of Air Passenger Departures,North East Asia,486839
2012-01,Number Of Air Passenger Departures,South Asia,164043
2012-01,Number Of Air Passenger Departures,Middle East,45512
2012-01,Number Of Air Passenger Departures,Oceania,265214
2012-01,Number Of Air Passenger Departures,Europe,163236
2012-01,Number Of Air Passenger Departures,North America,23959
2012-01,Number Of Air Passenger Departures,Other Regions,na
2012-02,Number Of Air Passenger Departures,South East Asia,787821
2012-02,Number Of Air Passenger Departures,North East Asia,461922
2012-02,Number Of Air Passenger Departures,South Asia,147534
2012-02,Number Of Air Passenger Departures,Middle East,41164
2012-02,Number Of Air Passenger Departures,Oceania,220382
2012-02,Number Of Air Passenger Departures,Europe,145974
2012-02,Number Of Air Passenger Departures,North America,22784
2012-02,Number Of Air Passenger Departures,Other Regions,na
2012-03,Number Of Air Passenger Departures,South East Asia,932783
2012-03,Number Of Air Passenger Departures,North East Asia,523469
2012-03,Number Of Air Passenger Departures,South Asia,161203
2012-03,Number Of Air Passenger Departures,Middle East,51455
2012-03,Number Of Air Passenger Departures,Oceania,201298
2012-03,Number Of Air Passenger Departures,Europe,186109
2012-03,Number Of Air Passenger Departures,North America,25586
2012-03,Number Of Air Passenger Departures,Other Regions,na
2012-04,Number Of Air Passenger Departures,South East Asia,902570
2012-04,Number Of Air Passenger Departures,North East Asia,502841
2012-04,Number Of Air Passenger Departures,South Asia,161730
2012-04,Number Of Air Passenger Departures,Middle East,46926
2012-04,Number Of Air Passenger Departures,Oceania,208020
2012-04,Number Of Air Passenger Departures,Europe,187385
2012-04,Number Of Air Passenger Departures,North America,23927
2012-04,Number Of Air Passenger Departures,Other Regions,na
2012-05,Number Of Air Passenger Departures,South East Asia,891785
2012-05,Number Of Air Passenger Departures,North East Asia,499207
2012-05,Number Of Air Passenger Departures,South Asia,179645
2012-05,Number Of Air Passenger Departures,Middle East,46243
2012-05,Number Of Air Passenger Departures,Oceania,176331
2012-05,Number Of Air Passenger Departures,Europe,187261
2012-05,Number Of Air Passenger Departures,North America,25754
2012-05,Number Of Air Passenger Departures,Other Regions,na
2012-06,Number Of Air Passenger Departures,South East Asia,951146
2012-06,Number Of Air Passenger Departures,North East Asia,487108
2012-06,Number Of Air Passenger Departures,South Asia,188240
2012-06,Number Of Air Passenger Departures,Middle East,46014
2012-06,Number Of Air Passenger Departures,Oceania,204393
2012-06,Number Of Air Passenger Departures,Europe,191707
2012-06,Number Of Air Passenger Departures,North America,29948
2012-06,Number Of Air Passenger Departures,Other Regions,na
2012-07,Number Of Air Passenger Departures,South East Asia,920907
2012-07,Number Of Air Passenger Departures,North East Asia,489949
2012-07,Number Of Air Passenger Departures,South Asia,161430
2012-07,Number Of Air Passenger Departures,Middle East,44705
2012-07,Number Of Air Passenger Departures,Oceania,261172
2012-07,Number Of Air Passenger Departures,Europe,170725
2012-07,Number Of Air Passenger Departures,North America,31104
2012-07,Number Of Air Passenger Departures,Other Regions,na
2012-08,Number Of Air Passenger Departures,South East Asia,873090
2012-08,Number Of Air Passenger Departures,North East Asia,565647
2012-08,Number Of Air Passenger Departures,South Asia,154548
2012-08,Number Of Air Passenger Departures,Middle East,44063
2012-08,Number Of Air Passenger Departures,Oceania,211957
2012-08,Number Of Air Passenger Departures,Europe,188986
2012-08,Number Of Air Passenger Departures,North America,31238
2012-08,Number Of Air Passenger Departures,Other Regions,na
2012-09,Number Of Air Passenger Departures,South East Asia,832178
2012-09,Number Of Air Passenger Departures,North East Asia,451632
2012-09,Number Of Air Passenger Departures,South Asia,148536
2012-09,Number Of Air Passenger Departures,Middle East,46255
2012-09,Number Of Air Passenger Departures,Oceania,226744
2012-09,Number Of Air Passenger Departures,Europe,191056
2012-09,Number Of Air Passenger Departures,North America,25770
2012-09,Number Of Air Passenger Departures,Other Regions,na
2012-10,Number Of Air Passenger Departures,South East Asia,890101
2012-10,Number Of Air Passenger Departures,North East Asia,534536
2012-10,Number Of Air Passenger Departures,South Asia,174109
2012-10,Number Of Air Passenger Departures,Middle East,40182
2012-10,Number Of Air Passenger Departures,Oceania,266808
2012-10,Number Of Air Passenger Departures,Europe,146667
2012-10,Number Of Air Passenger Departures,North America,21587
2012-10,Number Of Air Passenger Departures,Other Regions,na
2012-11,Number Of Air Passenger Departures,South East Asia,952521
2012-11,Number Of Air Passenger Departures,North East Asia,557917
2012-11,Number Of Air Passenger Departures,South Asia,201332
2012-11,Number Of Air Passenger Departures,Middle East,42176
2012-11,Number Of Air Passenger Departures,Oceania,224753
2012-11,Number Of Air Passenger Departures,Europe,156747
2012-11,Number Of Air Passenger Departures,North America,23829
2012-11,Number Of Air Passenger Departures,Other Regions,na
2012-12,Number Of Air Passenger Departures,South East Asia,1060488
2012-12,Number Of Air Passenger Departures,North East Asia,603602
2012-12,Number Of Air Passenger Departures,South Asia,208081
2012-12,Number Of Air Passenger Departures,Middle East,50685
2012-12,Number Of Air Passenger Departures,Oceania,241939
2012-12,Number Of Air Passenger Departures,Europe,163777
2012-12,Number Of Air Passenger Departures,North America,28231
2012-12,Number Of Air Passenger Departures,Other Regions,na
2013-01,Number Of Air Passenger Departures,South East Asia,877763
2013-01,Number Of Air Passenger Departures,North East Asia,473611
2013-01,Number Of Air Passenger Departures,South Asia,170140
2013-01,Number Of Air Passenger Departures,Middle East,48234
2013-01,Number Of Air Passenger Departures,Oceania,283214
2013-01,Number Of Air Passenger Departures,Europe,159357
2013-01,Number Of Air Passenger Departures,North America,29400
2013-01,Number Of Air Passenger Departures,Other Regions,9649
2013-02,Number Of Air Passenger Departures,South East Asia,840705
2013-02,Number Of Air Passenger Departures,North East Asia,555498
2013-02,Number Of Air Passenger Departures,South Asia,161404
2013-02,Number Of Air Passenger Departures,Middle East,51888
2013-02,Number Of Air Passenger Departures,Oceania,240504
2013-02,Number Of Air Passenger Departures,Europe,141034
2013-02,Number Of Air Passenger Departures,North America,21601
2013-02,Number Of Air Passenger Departures,Other Regions,7465
2013-03,Number Of Air Passenger Departures,South East Asia,1009787
2013-03,Number Of Air Passenger Departures,North East Asia,577109
2013-03,Number Of Air Passenger Departures,South Asia,171129
2013-03,Number Of Air Passenger Departures,Middle East,56378
2013-03,Number Of Air Passenger Departures,Oceania,221544
2013-03,Number Of Air Passenger Departures,Europe,182617
2013-03,Number Of Air Passenger Departures,North America,24811
2013-03,Number Of Air Passenger Departures,Other Regions,9069
2013-04,Number Of Air Passenger Departures,South East Asia,927382
2013-04,Number Of Air Passenger Departures,North East Asia,509647
2013-04,Number Of Air Passenger Departures,South Asia,159268
2013-04,Number Of Air Passenger Departures,Middle East,51170
2013-04,Number Of Air Passenger Departures,Oceania,206066
2013-04,Number Of Air Passenger Departures,Europe,174647
2013-04,Number Of Air Passenger Departures,North America,23756
2013-04,Number Of Air Passenger Departures,Other Regions,9005
2013-05,Number Of Air Passenger Departures,South East Asia,976514
2013-05,Number Of Air Passenger Departures,North East Asia,519064
2013-05,Number Of Air Passenger Departures,South Asia,190600
2013-05,Number Of Air Passenger Departures,Middle East,52898
2013-05,Number Of Air Passenger Departures,Oceania,181315
2013-05,Number Of Air Passenger Departures,Europe,170258
2013-05,Number Of Air Passenger Departures,North America,25618
2013-05,Number Of Air Passenger Departures,Other Regions,7911
2013-06,Number Of Air Passenger Departures,South East Asia,1064317
2013-06,Number Of Air Passenger Departures,North East Asia,536186
2013-06,Number Of Air Passenger Departures,South Asia,195916
2013-06,Number Of Air Passenger Departures,Middle East,60894
2013-06,Number Of Air Passenger Departures,Oceania,203121
2013-06,Number Of Air Passenger Departures,Europe,183039
2013-06,Number Of Air Passenger Departures,North America,31002
2013-06,Number Of Air Passenger Departures,Other Regions,8290
2013-07,Number Of Air Passenger Departures,South East Asia,971217
2013-07,Number Of Air Passenger Departures,North East Asia,526777
2013-07,Number Of Air Passenger Departures,South Asia,164103
2013-07,Number Of Air Passenger Departures,Middle East,47878
2013-07,Number Of Air Passenger Departures,Oceania,272629
2013-07,Number Of Air Passenger Departures,Europe,168935
2013-07,Number Of Air Passenger Departures,North America,28705
2013-07,Number Of Air Passenger Departures,Other Regions,8949
2013-08,Number Of Air Passenger Departures,South East Asia,1006135
2013-08,Number Of Air Passenger Departures,North East Asia,625133
2013-08,Number Of Air Passenger Departures,South Asia,169116
2013-08,Number Of Air Passenger Departures,Middle East,54738
2013-08,Number Of Air Passenger Departures,Oceania,218391
2013-08,Number Of Air Passenger Departures,Europe,185857
2013-08,Number Of Air Passenger Departures,North America,29821
2013-08,Number Of Air Passenger Departures,Other Regions,8255
2013-09,Number Of Air Passenger Departures,South East Asia,930581
2013-09,Number Of Air Passenger Departures,North East Asia,517579
2013-09,Number Of Air Passenger Departures,South Asia,153955
2013-09,Number Of Air Passenger Departures,Middle East,51038
2013-09,Number Of Air Passenger Departures,Oceania,221665
2013-09,Number Of Air Passenger Departures,Europe,178867
2013-09,Number Of Air Passenger Departures,North America,23684
2013-09,Number Of Air Passenger Departures,Other Regions,9406
2013-10,Number Of Air Passenger Departures,South East Asia,975069
2013-10,Number Of Air Passenger Departures,North East Asia,557931
2013-10,Number Of Air Passenger Departures,South Asia,175711
2013-10,Number Of Air Passenger Departures,Middle East,45491
2013-10,Number Of Air Passenger Departures,Oceania,262268
2013-10,Number Of Air Passenger Departures,Europe,137754
2013-10,Number Of Air Passenger Departures,North America,20194
2013-10,Number Of Air Passenger Departures,Other Regions,8943
2013-11,Number Of Air Passenger Departures,South East Asia,1025455
2013-11,Number Of Air Passenger Departures,North East Asia,582608
2013-11,Number Of Air Passenger Departures,South Asia,197899
2013-11,Number Of Air Passenger Departures,Middle East,43885
2013-11,Number Of Air Passenger Departures,Oceania,217911
2013-11,Number Of Air Passenger Departures,Europe,145963
2013-11,Number Of Air Passenger Departures,North America,20217
2013-11,Number Of Air Passenger Departures,Other Regions,8704
2013-12,Number Of Air Passenger Departures,South East Asia,1148292
2013-12,Number Of Air Passenger Departures,North East Asia,627410
2013-12,Number Of Air Passenger Departures,South Asia,221455
2013-12,Number Of Air Passenger Departures,Middle East,58955
2013-12,Number Of Air Passenger Departures,Oceania,240882
2013-12,Number Of Air Passenger Departures,Europe,154022
2013-12,Number Of Air Passenger Departures,North America,23025
2013-12,Number Of Air Passenger Departures,Other Regions,9748
2014-01,Number Of Air Passenger Departures,South East Asia,983119
2014-01,Number Of Air Passenger Departures,North East Asia,531659
2014-01,Number Of Air Passenger Departures,South Asia,191499
2014-01,Number Of Air Passenger Departures,Middle East,56192
2014-01,Number Of Air Passenger Departures,Oceania,307494
2014-01,Number Of Air Passenger Departures,Europe,155438
2014-01,Number Of Air Passenger Departures,North America,21659
2014-01,Number Of Air Passenger Departures,Other Regions,9398
2014-02,Number Of Air Passenger Departures,South East Asia,832407
2014-02,Number Of Air Passenger Departures,North East Asia,561160
2014-02,Number Of Air Passenger Departures,South Asia,157205
2014-02,Number Of Air Passenger Departures,Middle East,46796
2014-02,Number Of Air Passenger Departures,Oceania,238512
2014-02,Number Of Air Passenger Departures,Europe,127649
2014-02,Number Of Air Passenger Departures,North America,17823
2014-02,Number Of Air Passenger Departures,Other Regions,6940
2014-03,Number Of Air Passenger Departures,South East Asia,988715
2014-03,Number Of Air Passenger Departures,North East Asia,601168
2014-03,Number Of Air Passenger Departures,South Asia,173475
2014-03,Number Of Air Passenger Departures,Middle East,56898
2014-03,Number Of Air Passenger Departures,Oceania,206666
2014-03,Number Of Air Passenger Departures,Europe,164197
2014-03,Number Of Air Passenger Departures,North America,20129
2014-03,Number Of Air Passenger Departures,Other Regions,7802
2014-04,Number Of Air Passenger Departures,South East Asia,971077
2014-04,Number Of Air Passenger Departures,North East Asia,539063
2014-04,Number Of Air Passenger Departures,South Asia,175541
2014-04,Number Of Air Passenger Departures,Middle East,53967
2014-04,Number Of Air Passenger Departures,Oceania,220297
2014-04,Number Of Air Passenger Departures,Europe,168888
2014-04,Number Of Air Passenger Departures,North America,18040
2014-04,Number Of Air Passenger Departures,Other Regions,8962
2014-05,Number Of Air Passenger Departures,South East Asia,971320
2014-05,Number Of Air Passenger Departures,North East Asia,545398
2014-05,Number Of Air Passenger Departures,South Asia,201088
2014-05,Number Of Air Passenger Departures,Middle East,50195
2014-05,Number Of Air Passenger Departures,Oceania,198191
2014-05,Number Of Air Passenger Departures,Europe,172665
2014-05,Number Of Air Passenger Departures,North America,21092
2014-05,Number Of Air Passenger Departures,Other Regions,9061
2014-06,Number Of Air Passenger Departures,South East Asia,1044254
2014-06,Number Of Air Passenger Departures,North East Asia,558839
2014-06,Number Of Air Passenger Departures,South Asia,207049
2014-06,Number Of Air Passenger Departures,Middle East,51234
2014-06,Number Of Air Passenger Departures,Oceania,204592
2014-06,Number Of Air Passenger Departures,Europe,186242
2014-06,Number Of Air Passenger Departures,North America,22496
2014-06,Number Of Air Passenger Departures,Other Regions,8752
2014-07,Number Of Air Passenger Departures,South East Asia,949446
2014-07,Number Of Air Passenger Departures,North East Asia,564835
2014-07,Number Of Air Passenger Departures,South Asia,180956
2014-07,Number Of Air Passenger Departures,Middle East,42004
2014-07,Number Of Air Passenger Departures,Oceania,274003
