month,level_1,level_2,value
1976-01,Number Of Air Passenger Departures,South East Asia,na
1976-01,Number Of Air Passenger Departures,North East Asia,na
1976-01,Number Of Air Passenger Departures,South Asia,na
1976-01,Number Of Air Passenger Departures,Middle East,na
1976-01,Number Of Air Passenger Departures,Oceania,na
1976-01,Number Of Air Passenger Departures,Europe,na
1976-01,Number Of Air Passenger Departures,North America,na
1976-01,Number Of Air Passenger Departures,Other Regions,na
1976-02,Number Of Air Passenger Departures,South East Asia,na
1976-02,Number Of Air Passenger Departures,North East Asia,na
1976-02,Number Of Air Passenger Departures,South Asia,na
1976-02,Number Of Air Passenger Departures,Middle East,na
1976-02,Number Of Air Passenger Departures,Oceania,na
1976-02,Number Of Air Passenger Departures,Europe,na
1976-02,Number Of Air Passenger Departures,North America,na
1976-02,Number Of Air Passenger Departures,Other Regions,na
1976-03,Number Of Air Passenger Departures,South East Asia,na
1976-03,Number Of Air Passenger Departures,North East Asia,na
1976-03,Number Of Air Passenger Departures,South Asia,na
1976-03,Number Of Air Passenger Departures,Middle East,na
1976-03,Number Of Air Passenger Departures,Oceania,na
1976-03,Number Of Air Passenger Departures,Europe,na
1976-03,Number Of Air Passenger Departures,North America,na
1976-03,Number Of Air Passenger Departures,Other Regions,na
1976-04,Number Of Air Passenger Departures,South East Asia,na
1976-04,Number Of Air Passenger Departures,North East Asia,na
1976-04,Number Of Air Passenger Departures,South Asia,na
1976-04,Number Of Air Passenger Departures,Middle East,na
1976-04,Number Of Air Passenger Departures,Oceania,na
1976-04,Number Of Air Passenger Departures,Europe,na
1976-04,Number Of Air Passenger Departures,North America,na
1976-04,Number Of Air Passenger Departures,Other Regions,na
1976-05,Number Of Air Passenger Departures,South East Asia,na
1976-05,Number Of Air Passenger Departures,North East Asia,na
1976-05,Number Of Air Passenger Departures,South Asia,na
1976-05,Number Of Air Passenger Departures,Middle East,na
1976-05,Number Of Air Passenger Departures,Oceania,na
1976-05,Number Of Air Passenger Departures,Europe,na
1976-05,Number Of Air Passenger Departures,North America,na
1976-05,Number Of Air Passenger Departures,Other Regions,na
1976-06,Number Of Air Passenger Departures,South East Asia,na
1976-06,Number Of Air Passenger Departures,North East Asia,na
1976-06,Number Of Air Passenger Departures,South Asia,na
1976-06,Number Of Air Passenger Departures,Middle East,na
1976-06,Number Of Air Passenger Departures,Oceania,na
1976-06,Number Of Air Passenger Departures,Europe,na
1976-06,Number Of Air Passenger Departures,North America,na
1976-06,Number Of Air Passenger Departures,Other Regions,na
1976-07,Number Of Air Passenger Departures,South East Asia,na
1976-07,Number Of Air Passenger Departures,North East Asia,na
1976-07,Number Of Air Passenger Departures,South Asia,na
1976-07,Number Of Air Passenger Departures,Middle East,na
1976-07,Number Of Air Passenger Departures,Oceania,na
1976-07,Number Of Air Passenger Departures,Europe,na
1976-07,Number Of Air Passenger Departures,North America,na
1976-07,Number Of Air Passenger Departures,Other Regions,na
1976-08,Number Of Air Passenger Departures,South East Asia,na
1976-08,Number Of Air Passenger Departures,North East Asia,na
1976-08,Number Of Air Passenger Departures,South Asia,na
1976-08,Number Of Air Passenger Departures,Middle East,na
1976-08,Number Of Air Passenger Departures,Oceania,na
1976-08,Number Of Air Passenger Departures,Europe,na
1976-08,Number Of Air Passenger Departures,North America,na
1976-08,Number Of Air Passenger Departures,Other Regions,na
1976-09,Number Of Air Passenger Departures,South East Asia,na
1976-09,Number Of Air Passenger Departures,North East Asia,na
1976-09,Number Of Air Passenger Departures,South Asia,na
1976-09,Number Of Air Passenger Departures,Middle East,na
1976-09,Number Of Air Passenger Departures,Oceania,na
1976-09,Number Of Air Passenger Departures,Europe,na
1976-09,Number Of Air Passenger Departures,North America,na
1976-09,Number Of Air Passenger Departures,Other Regions,na
1976-10,Number Of Air Passenger Departures,South East Asia,na
1976-10,Number Of Air Passenger Departures,North East Asia,na
1976-10,Number Of Air Passenger Departures,South Asia,na
1976-10,Number Of Air Passenger Departures,Middle East,na
1976-10,Number Of Air Passenger Departures,Oceania,na
1976-10,Number Of Air Passenger Departures,Europe,na
1976-10,Number Of Air Passenger Departures,North America,na
1976-10,Number Of Air Passenger Departures,Other Regions,na
1976-11,Number Of Air Passenger Departures,South East Asia,na
1976-11,Number Of Air Passenger Departures,North East Asia,na
1976-11,Number Of Air Passenger Departures,South Asia,na
1976-11,Number Of Air Passenger Departures,Middle East,na
1976-11,Number Of Air Passenger Departures,Oceania,na
1976-11,Number Of Air Passenger Departures,Europe,na
1976-11,Number Of Air Passenger Departures,North America,na
1976-11,Number Of Air Passenger Departures,Other Regions,na
1976-12,Number Of Air Passenger Departures,South East Asia,na
1976-12,Number Of Air Passenger Departures,North East Asia,na
1976-12,Number Of Air Passenger Departures,South Asia,na
1976-12,Number Of Air Passenger Departures,Middle East,na
1976-12,Number Of Air Passenger Departures,Oceania,na
1976-12,Number Of Air Passenger Departures,Europe,na
1976-12,Number Of Air Passenger Departures,North America,na
1976-12,Number Of Air Passenger Departures,Other Regions,na
1977-01,Number Of Air Passenger Departures,South East Asia,na
1977-01,Number Of Air Passenger Departures,North East Asia,na
1977-01,Number Of Air Passenger Departures,South Asia,na
1977-01,Number Of Air Passenger Departures,Middle East,na
1977-01,Number Of Air Passenger Departures,Oceania,na
1977-01,Number Of Air Passenger Departures,Europe,na
1977-01,Number Of Air Passenger Departures,North America,na
1977-01,Number Of Air Passenger Departures,Other Regions,na
1977-02,Number Of Air Passenger Departures,South East Asia,na
1977-02,Number Of Air Passenger Departures,North East Asia,na
1977-02,Number Of Air Passenger Departures,South Asia,na
1977-02,Number Of Air Passenger Departures,Middle East,na
1977-02,Number Of Air Passenger Departures,Oceania,na
1977-02,Number Of Air Passenger Departures,Europe,na
1977-02,Number Of Air Passenger Departures,North America,na
1977-02,Number Of Air Passenger Departures,Other Regions,na
1977-03,Number Of Air Passenger Departures,South East Asia,na
1977-03,Number Of Air Passenger Departures,North East Asia,na
1977-03,Number Of Air Passenger Departures,South Asia,na
1977-03,Number Of Air Passenger Departures,Middle East,na
1977-03,Number Of Air Passenger Departures,Oceania,na
1977-03,Number Of Air Passenger Departures,Europe,na
1977-03,Number Of Air Passenger Departures,North America,na
1977-03,Number Of Air Passenger Departures,Other Regions,na
1977-04,Number Of Air Passenger Departures,South East Asia,na
1977-04,Number Of Air Passenger Departures,North East Asia,na
1977-04,Number Of Air Passenger Departures,South Asia,na
1977-04,Number Of Air Passenger Departures,Middle East,na
1977-04,Number Of Air Passenger Departures,Oceania,na
1977-04,Number Of Air Passenger Departures,Europe,na
1977-04,Number Of Air Passenger Departures,North America,na
1977-04,Number Of Air Passenger Departures,Other Regions,na
1977-05,Number Of Air Passenger Departures,South East Asia,na
1977-05,Number Of Air Passenger Departures,North East Asia,na
1977-05,Number Of Air Passenger Departures,South Asia,na
1977-05,Number Of Air Passenger Departures,Middle East,na
1977-05,Number Of Air Passenger Departures,Oceania,na
1977-05,Number Of Air Passenger Departures,Europe,na
1977-05,Number Of Air Passenger Departures,North America,na
1977-05,Number Of Air Passenger Departures,Other Regions,na
1977-06,Number Of Air Passenger Departures,South East Asia,na
1977-06,Number Of Air Passenger Departures,North East Asia,na
1977-06,Number Of Air Passenger Departures,South Asia,na
1977-06,Number Of Air Passenger Departures,Middle East,na
1977-06,Number Of Air Passenger Departures,Oceania,na
1977-06,Number Of Air Passenger Departures,Europe,na
1977-06,Number Of Air Passenger Departures,North America,na
1977-06,Number Of Air Passenger Departures,Other Regions,na
1977-07,Number Of Air Passenger Departures,South East Asia,na
1977-07,Number Of Air Passenger Departures,North East Asia,na
1977-07,Number Of Air Passenger Departures,South Asia,na
1977-07,Number Of Air Passenger Departures,Middle East,na
1977-07,Number Of Air Passenger Departures,Oceania,na
1977-07,Number Of Air Passenger Departures,Europe,na
1977-07,Number Of Air Passenger Departures,North America,na
1977-07,Number Of Air Passenger Departures,Other Regions,na
1977-08,Number Of Air Passenger Departures,South East Asia,na
1977-08,Number Of Air Passenger Departures,North East Asia,na
1977-08,Number Of Air Passenger Departures,South Asia,na
1977-08,Number Of Air Passenger Departures,Middle East,na
1977-08,Number Of Air Passenger Departures,Oceania,na
1977-08,Number Of Air Passenger Departures,Europe,na
1977-08,Number Of Air Passenger Departures,North America,na
1977-08,Number Of Air Passenger Departures,Other Regions,na
1977-09,Number Of Air Passenger Departures,South East Asia,na
1977-09,Number Of Air Passenger Departures,North East Asia,na
1977-09,Number Of Air Passenger Departures,South Asia,na
1977-09,Number Of Air Passenger Departures,Middle East,na
1977-09,Number Of Air Passenger Departures,Oceania,na
1977-09,Number Of Air Passenger Departures,Europe,na
1977-09,Number Of Air Passenger Departures,North America,na
1977-09,Number Of Air Passenger Departures,Other Regions,na
1977-10,Number Of Air Passenger Departures,South East Asia,na
1977-10,Number Of Air Passenger Departures,North East Asia,na
1977-10,Number Of Air Passenger Departures,South Asia,na
1977-10,Number Of Air Passenger Departures,Middle East,na
1977-10,Number Of Air Passenger Departures,Oceania,na
1977-10,Number Of Air Passenger Departures,Europe,na
1977-10,Number Of Air Passenger Departures,North America,na
1977-10,Number Of Air Passenger Departures,Other Regions,na
1977-11,Number Of Air Passenger Departures,South East Asia,na
1977-11,Number Of Air Passenger Departures,North East Asia,na
1977-11,Number Of Air Passenger Departures,South Asia,na
1977-11,Number Of Air Passenger Departures,Middle East,na
1977-11,Number Of Air Passenger Departures,Oceania,na
1977-11,Number Of Air Passenger Departures,Europe,na
1977-11,Number Of Air Passenger Departures,North America,na
1977-11,Number Of Air Passenger Departures,Other Regions,na
1977-12,Number Of Air Passenger Departures,South East Asia,na
1977-12,Number Of Air Passenger Departures,North East Asia,na
1977-12,Number Of Air Passenger Departures,South Asia,na
1977-12,Number Of Air Passenger Departures,Middle East,na
1977-12,Number Of Air Passenger Departures,Oceania,na
1977-12,Number Of Air Passenger Departures,Europe,na
1977-12,Number Of Air Passenger Departures,North America,na
1977-12,Number Of Air Passenger Departures,Other Regions,na
1978-01,Number Of Air Passenger Departures,South East Asia,na
1978-01,Number Of Air Passenger Departures,North East Asia,na
1978-01,Number Of Air Passenger Departures,South Asia,na
1978-01,Number Of Air Passenger Departures,Middle East,na
1978-01,Number Of Air Passenger Departures,Oceania,na
1978-01,Number Of Air Passenger Departures,Europe,na
1978-01,Number Of Air Passenger Departures,North America,na
1978-01,Number Of Air Passenger Departures,Other Regions,na
1978-02,Number Of Air Passenger Departures,South East Asia,na
1978-02,Number Of Air Passenger Departures,North East Asia,na
1978-02,Number Of Air Passenger Departures,South Asia,na
1978-02,Number Of Air Passenger Departures,Middle East,na
1978-02,Number Of Air Passenger Departures,Oceania,na
1978-02,Number Of Air Passenger Departures,Europe,na
1978-02,Number Of Air Passenger Departures,North America,na
1978-02,Number Of Air Passenger Departures,Other Regions,na
1978-03,Number Of Air Passenger Departures,South East Asia,na
1978-03,Number Of Air Passenger Departures,North East Asia,na
1978-03,Number Of Air Passenger Departures,South Asia,na
1978-03,Number Of Air Passenger Departures,Middle East,na
1978-03,Number Of Air Passenger Departures,Oceania,na
1978-03,Number Of Air Passenger Departures,Europe,na
1978-03,Number Of Air Passenger Departures,North America,na
1978-03,Number Of Air Passenger Departures,Other Regions,na
1978-04,Number Of Air Passenger Departures,South East Asia,na
1978-04,Number Of Air Passenger Departures,North East Asia,na
1978-04,Number Of Air Passenger Departures,South Asia,na
1978-04,Number Of Air Passenger Departures,Middle East,na
1978-04,Number Of Air Passenger Departures,Oceania,na
1978-04,Number Of Air Passenger Departures,Europe,na
1978-04,Number Of Air Passenger Departures,North America,na
1978-04,Number Of Air Passenger Departures,Other Regions,na
1978-05,Number Of Air Passenger Departures,South East Asia,na
1978-05,Number Of Air Passenger Departures,North East Asia,na
1978-05,Number Of Air Passenger Departures,South Asia,na
1978-05,Number Of Air Passenger Departures,Middle East,na
1978-05,Number Of Air Passenger Departures,Oceania,na
1978-05,Number Of Air Passenger Departures,Europe,na
1978-05,Number Of Air Passenger Departures,North America,na
1978-05,Number Of Air Passenger Departures,Other Regions,na
1978-06,Number Of Air Passenger Departures,South East Asia,na
1978-06,Number Of Air Passenger Departures,North East Asia,na
1978-06,Number Of Air Passenger Departures,South Asia,na
1978-06,Number Of Air Passenger Departures,Middle East,na
1978-06,Number Of Air Passenger Departures,Oceania,na
1978-06,Number Of Air Passenger Departures,Europe,na
1978-06,Number Of Air Passenger Departures,North America,na
1978-06,Number Of Air Passenger Departures,Other Regions,na
1978-07,Number Of Air Passenger Departures,South East Asia,na
1978-07,Number Of Air Passenger Departures,North East Asia,na
1978-07,Number Of Air Passenger Departures,South Asia,na
1978-07,Number Of Air Passenger Departures,Middle East,na
1978-07,Number Of Air Passenger Departures,Oceania,na
1978-07,Number Of Air Passenger Departures,Europe,na
1978-07,Number Of Air Passenger Departures,North America,na
1978-07,Number Of Air Passenger Departures,Other Regions,na
1978-08,Number Of Air Passenger Departures,South East Asia,na
1978-08,Number Of Air Passenger Departures,North East Asia,na
1978-08,Number Of Air Passenger Departures,South Asia,na
1978-08,Number Of Air Passenger Departures,Middle East,na
1978-08,Number Of Air Passenger Departures,Oceania,na
1978-08,Number Of Air Passenger Departures,Europe,na
1978-08,Number Of Air Passenger Departures,North America,na
1978-08,Number Of Air Passenger Departures,Other Regions,na
1978-09,Number Of Air Passenger Departures,South East Asia,na
1978-09,Number Of Air Passenger Departures,North East Asia,na
1978-09,Number Of Air Passenger Departures,South Asia,na
1978-09,Number Of Air Passenger Departures,Middle East,na
1978-09,Number Of Air Passenger Departures,Oceania,na
1978-09,Number Of Air Passenger Departures,Europe,na
1978-09,Number Of Air Passenger Departures,North America,na
1978-09,Number Of Air Passenger Departures,Other Regions,na
1978-10,Number Of Air Passenger Departures,South East Asia,na
1978-10,Number Of Air Passenger Departures,North East Asia,na
1978-10,Number Of Air Passenger Departures,South Asia,na
1978-10,Number Of Air Passenger Departures,Middle East,na
1978-10,Number Of Air Passenger Departures,Oceania,na
1978-10,Number Of Air Passenger Departures,Europe,na
1978-10,Number Of Air Passenger Departures,North America,na
1978-10,Number Of Air Passenger Departures,Other Regions,na
1978-11,Number Of Air Passenger Departures,South East Asia,na
1978-11,Number Of Air Passenger Departures,North East Asia,na
1978-11,Number Of Air Passenger Departures,South Asia,na
1978-11,Number Of Air Passenger Departures,Middle East,na
1978-11,Number Of Air Passenger Departures,Oceania,na
1978-11,Number Of Air Passenger Departures,Europe,na
1978-11,Number Of Air Passenger Departures,North America,na
1978-11,Number Of Air Passenger Departures,Other Regions,na
1978-12,Number Of Air Passenger Departures,South East Asia,na
1978-12,Number Of Air Passenger Departures,North East Asia,na
1978-12,Number Of Air Passenger Departures,South Asia,na
1978-12,Number Of Air Passenger Departures,Middle East,na
1978-12,Number Of Air Passenger Departures,Oceania,na
1978-12,Number Of Air Passenger Departures,Europe,na
1978-12,Number Of Air Passenger Departures,North America,na
1978-12,Number Of Air Passenger Departures,Other Regions,na
1979-01,Number Of Air Passenger Departures,South East Asia,na
1979-01,Number Of Air Passenger Departures,North East Asia,na
1979-01,Number Of Air Passenger Departures,South Asia,na
1979-01,Number Of Air Passenger Departures,Middle East,na
1979-01,Number Of Air Passenger Departures,Oceania,na
1979-01,Number Of Air Passenger Departures,Europe,na
1979-01,Number Of Air Passenger Departures,North America,na
1979-01,Number Of Air Passenger Departures,Other Regions,na
1979-02,Number Of Air Passenger Departures,South East Asia,na
1979-02,Number Of Air Passenger Departures,North East Asia,na
1979-02,Number Of Air Passenger Departures,South Asia,na
1979-02,Number Of Air Passenger Departures,Middle East,na
1979-02,Number Of Air Passenger Departures,Oceania,na
1979-02,Number Of Air Passenger Departures,Europe,na
1979-02,Number Of Air Passenger Departures,North America,na
1979-02,Number Of Air Passenger Departures,Other Regions,na
1979-03,Number Of Air Passenger Departures,South East Asia,na
1979-03,Number Of Air Passenger Departures,North East Asia,na
1979-03,Number Of Air Passenger Departures,South Asia,na
1979-03,Number Of Air Passenger Departures,Middle East,na
1979-03,Number Of Air Passenger Departures,Oceania,na
1979-03,Number Of Air Passenger Departures,Europe,na
1979-03,Number Of Air Passenger Departures,North America,na
1979-03,Number Of Air Passenger Departures,Other Regions,na
1979-04,Number Of Air Passenger Departures,South East Asia,na
1979-04,Number Of Air Passenger Departures,North East Asia,na
1979-04,Number Of Air Passenger Departures,South Asia,na
1979-04,Number Of Air Passenger Departures,Middle East,na
1979-04,Number Of Air Passenger Departures,Oceania,na
1979-04,Number Of Air Passenger Departures,Europe,na
1979-04,Number Of Air Passenger Departures,North America,na
1979-04,Number Of Air Passenger Departures,Other Regions,na
1979-05,Number Of Air Passenger Departures,South East Asia,na
1979-05,Number Of Air Passenger Departures,North East Asia,na
1979-05,Number Of Air Passenger Departures,South Asia,na
1979-05,Number Of Air Passenger Departures,Middle East,na
1979-05,Number Of Air Passenger Departures,Oceania,na
1979-05,Number Of Air Passenger Departures,Europe,na
1979-05,Number Of Air Passenger Departures,North America,na
1979-05,Number Of Air Passenger Departures,Other Regions,na
1979-06,Number Of Air Passenger Departures,South East Asia,na
1979-06,Number Of Air Passenger Departures,North East Asia,na
1979-06,Number Of Air Passenger Departures,South Asia,na
1979-06,Number Of Air Passenger Departures,Middle East,na
1979-06,Number Of Air Passenger Departures,Oceania,na
1979-06,Number Of Air Passenger Departures,Europe,na
1979-06,Number Of Air Passenger Departures,North America,na
1979-06,Number Of Air Passenger Departures,Other Regions,na
1979-07,Number Of Air Passenger Departures,South East Asia,na
1979-07,Number Of Air Passenger Departures,North East Asia,na
1979-07,Number Of Air Passenger Departures,South Asia,na
1979-07,Number Of Air Passenger Departures,Middle East,na
1979-07,Number Of Air Passenger Departures,Oceania,na
1979-07,Number Of Air Passenger Departures,Europe,na
1979-07,Number Of Air Passenger Departures,North America,na
1979-07,Number Of Air Passenger Departures,Other Regions,na
1979-08,Number Of Air Passenger Departures,South East Asia,na
1979-08,Number Of Air Passenger Departures,North East Asia,na
1979-08,Number Of Air Passenger Departures,South Asia,na
1979-08,Number Of Air Passenger Departures,Middle East,na
1979-08,Number Of Air Passenger Departures,Oceania,na
1979-08,Number Of Air Passenger Departures,Europe,na
1979-08,Number Of Air Passenger Departures,North America,na
1979-08,Number Of Air Passenger Departures,Other Regions,na
1979-09,Number Of Air Passenger Departures,South East Asia,na
1979-09,Number Of Air Passenger Departures,North East Asia,na
1979-09,Number Of Air Passenger Departures,South Asia,na
1979-09,Number Of Air Passenger Departures,Middle East,na
1979-09,Number Of Air Passenger Departures,Oceania,na
1979-09,Number Of Air Passenger Departures,Europe,na
1979-09,Number Of Air Passenger Departures,North America,na
1979-09,Number Of Air Passenger Departures,Other Regions,na
1979-10,Number Of Air Passenger Departures,South East Asia,na
1979-10,Number Of Air Passenger Departures,North East Asia,na
1979-10,Number Of Air Passenger Departures,South Asia,na
1979-10,Number Of Air Passenger Departures,Middle East,na
1979-10,Number Of Air Passenger Departures,Oceania,na
1979-10,Number Of Air Passenger Departures,Europe,na
1979-10,Number Of Air Passenger Departures,North America,na
1979-10,Number Of Air Passenger Departures,Other Regions,na
1979-11,Number Of Air Passenger Departures,South East Asia,na
1979-11,Number Of Air Passenger Departures,North East Asia,na
1979-11,Number Of Air Passenger Departures,South Asia,na
1979-11,Number Of Air Passenger Departures,Middle East,na
1979-11,Number Of Air Passenger Departures,Oceania,na
1979-11,Number Of Air Passenger Departures,Europe,na
1979-11,Number Of Air Passenger Departures,North America,na
1979-11,Number Of Air Passenger Departures,Other Regions,na
1979-12,Number Of Air Passenger Departures,South East Asia,na
1979-12,Number Of Air Passenger Departures,North East Asia,na
1979-12,Number Of Air Passenger Departures,South Asia,na
1979-12,Number Of Air Passenger Departures,Middle East,na
1979-12,Number Of Air Passenger Departures,Oceania,na
1979-12,Number Of Air Passenger Departures,Europe,na
1979-12,Number Of Air Passenger Departures,North America,na
1979-12,Number Of Air Passenger Departures,Other Regions,na
1980-01,Number Of Air Passenger Departures,South East Asia,na
1980-01,Number Of Air Passenger Departures,North East Asia,na
1980-01,Number Of Air Passenger Departures,South Asia,na
1980-01,Number Of Air Passenger Departures,Middle East,na
1980-01,Number Of Air Passenger Departures,Oceania,na
1980-01,Number Of Air Passenger Departures,Europe,na
1980-01,Number Of Air Passenger Departures,North America,na
1980-01,Number Of Air Passenger Departures,Other Regions,na
1980-02,Number Of Air Passenger Departures,South East Asia,na
1980-02,Number Of Air Passenger Departures,North East Asia,na
1980-02,Number Of Air Passenger Departures,South Asia,na
1980-02,Number Of Air Passenger Departures,Middle East,na
1980-02,Number Of Air Passenger Departures,Oceania,na
1980-02,Number Of Air Passenger Departures,Europe,na
1980-02,Number Of Air Passenger Departures,North America,na
1980-02,Number Of Air Passenger Departures,Other Regions,na
1980-03,Number Of Air Passenger Departures,South East Asia,na
1980-03,Number Of Air Passenger Departures,North East Asia,na
1980-03,Number Of Air Passenger Departures,South Asia,na
1980-03,Number Of Air Passenger Departures,Middle East,na
1980-03,Number Of Air Passenger Departures,Oceania,na
1980-03,Number Of Air Passenger Departures,Europe,na
1980-03,Number Of Air Passenger Departures,North America,na
1980-03,Number Of Air Passenger Departures,Other Regions,na
1980-04,Number Of Air Passenger Departures,South East Asia,na
1980-04,Number Of Air Passenger Departures,North East Asia,na
1980-04,Number Of Air Passenger Departures,South Asia,na
1980-04,Number Of Air Passenger Departures,Middle East,na
1980-04,Number Of Air Passenger Departures,Oceania,na
1980-04,Number Of Air Passenger Departures,Europe,na
1980-04,Number Of Air Passenger Departures,North America,na
1980-04,Number Of Air Passenger Departures,Other Regions,na
1980-05,Number Of Air Passenger Departures,South East Asia,na
1980-05,Number Of Air Passenger Departures,North East Asia,na
1980-05,Number Of Air Passenger Departures,South Asia,na
1980-05,Number Of Air Passenger Departures,Middle East,na
1980-05,Number Of Air Passenger Departures,Oceania,na
1980-05,Number Of Air Passenger Departures,Europe,na
1980-05,Number Of Air Passenger Departures,North America,na
1980-05,Number Of Air Passenger Departures,Other Regions,na
1980-06,Number Of Air Passenger Departures,South East Asia,na
1980-06,Number Of Air Passenger Departures,North East Asia,na
1980-06,Number Of Air Passenger Departures,South Asia,na
1980-06,Number Of Air Passenger Departures,Middle East,na
1980-06,Number Of Air Passenger Departures,Oceania,na
1980-06,Number Of Air Passenger Departures,Europe,na
1980-06,Number Of Air Passenger Departures,North America,na
1980-06,Number Of Air Passenger Departures,Other Regions,na
1980-07,Number Of Air Passenger Departures,South East Asia,na
1980-07,Number Of Air Passenger Departures,North East Asia,na
1980-07,Number Of Air Passenger Departures,South Asia,na
1980-07,Number Of Air Passenger Departures,Middle East,na
1980-07,Number Of Air Passenger Departures,Oceania,na
1980-07,Number Of Air Passenger Departures,Europe,na
1980-07,Number Of Air Passenger Departures,North America,na
1980-07,Number Of Air Passenger Departures,Other Regions,na
1980-08,Number Of Air Passenger Departures,South East Asia,na
1980-08,Number Of Air Passenger Departures,North East Asia,na
1980-08,Number Of Air Passenger Departures,South Asia,na
1980-08,Number Of Air Passenger Departures,Middle East,na
1980-08,Number Of Air Passenger Departures,Oceania,na
1980-08,Number Of Air Passenger Departures,Europe,na
1980-08,Number Of Air Passenger Departures,North America,na
1980-08,Number Of Air Passenger Departures,Other Regions,na
1980-09,Number Of Air Passenger Departures,South East Asia,na
1980-09,Number Of Air Passenger Departures,North East Asia,na
1980-09,Number Of Air Passenger Departures,South Asia,na
1980-09,Number Of Air Passenger Departures,Middle East,na
1980-09,Number Of Air Passenger Departures,Oceania,na
1980-09,Number Of Air Passenger Departures,Europe,na
1980-09,Number Of Air Passenger Departures,North America,na
1980-09,Number Of Air Passenger Departures,Other Regions,na
1980-10,Number Of Air Passenger Departures,South East Asia,na
1980-10,Number Of Air Passenger Departures,North East Asia,na
1980-10,Number Of Air Passenger Departures,South Asia,na
1980-10,Number Of Air Passenger Departures,Middle East,na
1980-10,Number Of Air Passenger Departures,Oceania,na
1980-10,Number Of Air Passenger Departures,Europe,na
1980-10,Number Of Air Passenger Departures,North America,na
1980-10,Number Of Air Passenger Departures,Other Regions,na
1980-11,Number Of Air Passenger Departures,South East Asia,na
1980-11,Number Of Air Passenger Departures,North East Asia,na
1980-11,Number Of Air Passenger Departures,South Asia,na
1980-11,Number Of Air Passenger Departures,Middle East,na
1980-11,Number Of Air Passenger Departures,Oceania,na
1980-11,Number Of Air Passenger Departures,Europe,na
1980-11,Number Of Air Passenger Departures,North America,na
1980-11,Number Of Air Passenger Departures,Other Regions,na
1980-12,Number Of Air Passenger Departures,South East Asia,na
1980-12,Number Of Air Passenger Departures,North East Asia,na
1980-12,Number Of Air Passenger Departures,South Asia,na
1980-12,Number Of Air Passenger Departures,Middle East,na
1980-12,Number Of Air Passenger Departures,Oceania,na
1980-12,Number Of Air Passenger Departures,Europe,na
1980-12,Number Of Air Passenger Departures,North America,na
1980-12,Number Of Air Passenger Departures,Other Regions,na
1981-01,Number Of Air Passenger Departures,South East Asia,na
1981-01,Number Of Air Passenger Departures,North East Asia,na
1981-01,Number Of Air Passenger Departures,South Asia,na
1981-01,Number Of Air Passenger Departures,Middle East,na
1981-01,Number Of Air Passenger Departures,Oceania,na
1981-01,Number Of Air Passenger Departures,Europe,na
1981-01,Number Of Air Passenger Departures,North America,na
1981-01,Number Of Air Passenger Departures,Other Regions,na
1981-02,Number Of Air Passenger Departures,South East Asia,na
1981-02,Number Of Air Passenger Departures,North East Asia,na
1981-02,Number Of Air Passenger Departures,South Asia,na
1981-02,Number Of Air Passenger Departures,Middle East,na
1981-02,Number Of Air Passenger Departures,Oceania,na
1981-02,Number Of Air Passenger Departures,Europe,na
1981-02,Number Of Air Passenger Departures,North America,na
1981-02,Number Of Air Passenger Departures,Other Regions,na
1981-03,Number Of Air Passenger Departures,South East Asia,na
1981-03,Number Of Air Passenger Departures,North East Asia,na
1981-03,Number Of Air Passenger Departures,South Asia,na
1981-03,Number Of Air Passenger Departures,Middle East,na
1981-03,Number Of Air Passenger Departures,Oceania,na
1981-03,Number Of Air Passenger Departures,Europe,na
1981-03,Number Of Air Passenger Departures,North America,na
1981-03,Number Of Air Passenger Departures,Other Regions,na
1981-04,Number Of Air Passenger Departures,South East Asia,na
1981-04,Number Of Air Passenger Departures,North East Asia,na
1981-04,Number Of Air Passenger Departures,South Asia,na
1981-04,Number Of Air Passenger Departures,Middle East,na
1981-04,Number Of Air Passenger Departures,Oceania,na
1981-04,Number Of Air Passenger Departures,Europe,na
1981-04,Number Of Air Passenger Departures,North America,na
1981-04,Number Of Air Passenger Departures,Other Regions,na
1981-05,Number Of Air Passenger Departures,South East Asia,na
1981-05,Number Of Air Passenger Departures,North East Asia,na
1981-05,Number Of Air Passenger Departures,South Asia,na
1981-05,Number Of Air Passenger Departures,Middle East,na
1981-05,Number Of Air Passenger Departures,Oceania,na
1981-05,Number Of Air Passenger Departures,Europe,na
1981-05,Number Of Air Passenger Departures,North America,na
1981-05,Number Of Air Passenger Departures,Other Regions,na
1981-06,Number Of Air Passenger Departures,South East Asia,na
1981-06,Number Of Air Passenger Departures,North East Asia,na
1981-06,Number Of Air Passenger Departures,South Asia,na
1981-06,Number Of Air Passenger Departures,Middle East,na
1981-06,Number Of Air Passenger Departures,Oceania,na
1981-06,Number Of Air Passenger Departures,Europe,na
1981-06,Number Of Air Passenger Departures,North America,na
1981-06,Number Of Air Passenger Departures,Other Regions,na
1981-07,Number Of Air Passenger Departures,South East Asia,na
1981-07,Number Of Air Passenger Departures,North East Asia,na
1981-07,Number Of Air Passenger Departures,South Asia,na
1981-07,Number Of Air Passenger Departures,Middle East,na
1981-07,Number Of Air Passenger Departures,Oceania,na
1981-07,Number Of Air Passenger Departures,Europe,na
1981-07,Number Of Air Passenger Departures,North America,na
1981-07,Number Of Air Passenger Departures,Other Regions,na
1981-08,Number Of Air Passenger Departures,South East Asia,na
