month,level_1,level_2,value
1974-12,Number Of Air Passenger Arrivals,Europe,na
1974-12,Number Of Air Passenger Arrivals,North America,na
1974-12,Number Of Air Passenger Arrivals,Other Regions,na
1975-01,Number Of Air Passenger Arrivals,South East Asia,na
1975-01,Number Of Air Passenger Arrivals,North East Asia,na
1975-01,Number Of Air Passenger Arrivals,South Asia,na
1975-01,Number Of Air Passenger Arrivals,Middle East,na
1975-01,Number Of Air Passenger Arrivals,Oceania,na
1975-01,Number Of Air Passenger Arrivals,Europe,na
1975-01,Number Of Air Passenger Arrivals,North America,na
1975-01,Number Of Air Passenger Arrivals,Other Regions,na
1975-02,Number Of Air Passenger Arrivals,South East Asia,na
1975-02,Number Of Air Passenger Arrivals,North East Asia,na
1975-02,Number Of Air Passenger Arrivals,South Asia,na
1975-02,Number Of Air Passenger Arrivals,Middle East,na
1975-02,Number Of Air Passenger Arrivals,Oceania,na
1975-02,Number Of Air Passenger Arrivals,Europe,na
1975-02,Number Of Air Passenger Arrivals,North America,na
1975-02,Number Of Air Passenger Arrivals,Other Regions,na
1975-03,Number Of Air Passenger Arrivals,South East Asia,na
1975-03,Number Of Air Passenger Arrivals,North East Asia,na
1975-03,Number Of Air Passenger Arrivals,South Asia,na
1975-03,Number Of Air Passenger Arrivals,Middle East,na
1975-03,Number Of Air Passenger Arrivals,Oceania,na
1975-03,Number Of Air Passenger Arrivals,Europe,na
1975-03,Number Of Air Passenger Arrivals,North America,na
1975-03,Number Of Air Passenger Arrivals,Other Regions,na
1975-04,Number Of Air Passenger Arrivals,South East Asia,na
1975-04,Number Of Air Passenger Arrivals,North East Asia,na
1975-04,Number Of Air Passenger Arrivals,South Asia,na
1975-04,Number Of Air Passenger Arrivals,Middle East,na
1975-04,Number Of Air Passenger Arrivals,Oceania,na
1975-04,Number Of Air Passenger Arrivals,Europe,na
1975-04,Number Of Air Passenger Arrivals,North America,na
1975-04,Number Of Air Passenger Arrivals,Other Regions,na
1975-05,Number Of Air Passenger Arrivals,South East Asia,na
1975-05,Number Of Air Passenger Arrivals,North East Asia,na
1975-05,Number Of Air Passenger Arrivals,South Asia,na
1975-05,Number Of Air Passenger Arrivals,Middle East,na
1975-05,Number Of Air Passenger Arrivals,Oceania,na
1975-05,Number Of Air Passenger Arrivals,Europe,na
1975-05,Number Of Air Passenger Arrivals,North America,na
1975-05,Number Of Air Passenger Arrivals,Other Regions,na
1975-06,Number Of Air Passenger Arrivals,South East Asia,na
1975-06,Number Of Air Passenger Arrivals,North East Asia,na
1975-06,Number Of Air Passenger Arrivals,South Asia,na
1975-06,Number Of Air Passenger Arrivals,Middle East,na
1975-06,Number Of Air Passenger Arrivals,Oceania,na
1975-06,Number Of Air Passenger Arrivals,Europe,na
1975-06,Number Of Air Passenger Arrivals,North America,na
1975-06,Number Of Air Passenger Arrivals,Other Regions,na
1975-07,Number Of Air Passenger Arrivals,South East Asia,na
1975-07,Number Of Air Passenger Arrivals,North East Asia,na
1975-07,Number Of Air Passenger Arrivals,South Asia,na
1975-07,Number Of Air Passenger Arrivals,Middle East,na
1975-07,Number Of Air Passenger Arrivals,Oceania,na
1975-07,Number Of Air Passenger Arrivals,Europe,na
1975-07,Number Of Air Passenger Arrivals,North America,na
1975-07,Number Of Air Passenger Arrivals,Other Regions,na
1975-08,Number Of Air Passenger Arrivals,South East Asia,na
1975-08,Number Of Air Passenger Arrivals,North East Asia,na
1975-08,Number Of Air Passenger Arrivals,South Asia,na
1975-08,Number Of Air Passenger Arrivals,Middle East,na
1975-08,Number Of Air Passenger Arrivals,Oceania,na
1975-08,Number Of Air Passenger Arrivals,Europe,na
1975-08,Number Of Air Passenger Arrivals,North America,na
1975-08,Number Of Air Passenger Arrivals,Other Regions,na
1975-09,Number Of Air Passenger Arrivals,South East Asia,na
1975-09,Number Of Air Passenger Arrivals,North East Asia,na
1975-09,Number Of Air Passenger Arrivals,South Asia,na
1975-09,Number Of Air Passenger Arrivals,Middle East,na
1975-09,Number Of Air Passenger Arrivals,Oceania,na
1975-09,Number Of Air Passenger Arrivals,Europe,na
1975-09,Number Of Air Passenger Arrivals,North America,na
1975-09,Number Of Air Passenger Arrivals,Other Regions,na
1975-10,Number Of Air Passenger Arrivals,South East Asia,na
1975-10,Number Of Air Passenger Arrivals,North East Asia,na
1975-10,Number Of Air Passenger Arrivals,South Asia,na
1975-10,Number Of Air Passenger Arrivals,Middle East,na
1975-10,Number Of Air Passenger Arrivals,Oceania,na
1975-10,Number Of Air Passenger Arrivals,Europe,na
1975-10,Number Of Air Passenger Arrivals,North America,na
1975-10,Number Of Air Passenger Arrivals,Other Regions,na
1975-11,Number Of Air Passenger Arrivals,South East Asia,na
1975-11,Number Of Air Passenger Arrivals,North East Asia,na
1975-11,Number Of Air Passenger Arrivals,South Asia,na
1975-11,Number Of Air Passenger Arrivals,Middle East,na
1975-11,Number Of Air Passenger Arrivals,Oceania,na
1975-11,Number Of Air Passenger Arrivals,Europe,na
1975-11,Number Of Air Passenger Arrivals,North America,na
1975-11,Number Of Air Passenger Arrivals,Other Regions,na
1975-12,Number Of Air Passenger Arrivals,South East Asia,na
1975-12,Number Of Air Passenger Arrivals,North East Asia,na
1975-12,Number Of Air Passenger Arrivals,South Asia,na
1975-12,Number Of Air Passenger Arrivals,Middle East,na
1975-12,Number Of Air Passenger Arrivals,Oceania,na
1975-12,Number Of Air Passenger Arrivals,Europe,na
1975-12,Number Of Air Passenger Arrivals,North America,na
1975-12,Number Of Air Passenger Arrivals,Other Regions,na
1976-01,Number Of Air Passenger Arrivals,South East Asia,na
1976-01,Number Of Air Passenger Arrivals,North East Asia,na
1976-01,Number Of Air Passenger Arrivals,South Asia,na
1976-01,Number Of Air Passenger Arrivals,Middle East,na
1976-01,Number Of Air Passenger Arrivals,Oceania,na
1976-01,Number Of Air Passenger Arrivals,Europe,na
1976-01,Number Of Air Passenger Arrivals,North America,na
1976-01,Number Of Air Passenger Arrivals,Other Regions,na
1976-02,Number Of Air Passenger Arrivals,South East Asia,na
1976-02,Number Of Air Passenger Arrivals,North East Asia,na
1976-02,Number Of Air Passenger Arrivals,South Asia,na
1976-02,Number Of Air Passenger Arrivals,Middle East,na
1976-02,Number Of Air Passenger Arrivals,Oceania,na
1976-02,Number Of Air Passenger Arrivals,Europe,na
1976-02,Number Of Air Passenger Arrivals,North America,na
1976-02,Number Of Air Passenger Arrivals,Other Regions,na
1976-03,Number Of Air Passenger Arrivals,South East Asia,na
1976-03,Number Of Air Passenger Arrivals,North East Asia,na
1976-03,Number Of Air Passenger Arrivals,South Asia,na
1976-03,Number Of Air Passenger Arrivals,Middle East,na
1976-03,Number Of Air Passenger Arrivals,Oceania,na
1976-03,Number Of Air Passenger Arrivals,Europe,na
1976-03,Number Of Air Passenger Arrivals,North America,na
1976-03,Number Of Air Passenger Arrivals,Other Regions,na
1976-04,Number Of Air Passenger Arrivals,South East Asia,na
1976-04,Number Of Air Passenger Arrivals,North East Asia,na
1976-04,Number Of Air Passenger Arrivals,South Asia,na
1976-04,Number Of Air Passenger Arrivals,Middle East,na
1976-04,Number Of Air Passenger Arrivals,Oceania,na
1976-04,Number Of Air Passenger Arrivals,Europe,na
1976-04,Number Of Air Passenger Arrivals,North America,na
1976-04,Number Of Air Passenger Arrivals,Other Regions,na
1976-05,Number Of Air Passenger Arrivals,South East Asia,na
1976-05,Number Of Air Passenger Arrivals,North East Asia,na
1976-05,Number Of Air Passenger Arrivals,South Asia,na
1976-05,Number Of Air Passenger Arrivals,Middle East,na
1976-05,Number Of Air Passenger Arrivals,Oceania,na
1976-05,Number Of Air Passenger Arrivals,Europe,na
1976-05,Number Of Air Passenger Arrivals,North America,na
1976-05,Number Of Air Passenger Arrivals,Other Regions,na
1976-06,Number Of Air Passenger Arrivals,South East Asia,na
1976-06,Number Of Air Passenger Arrivals,North East Asia,na
1976-06,Number Of Air Passenger Arrivals,South Asia,na
1976-06,Number Of Air Passenger Arrivals,Middle East,na
1976-06,Number Of Air Passenger Arrivals,Oceania,na
1976-06,Number Of Air Passenger Arrivals,Europe,na
1976-06,Number Of Air Passenger Arrivals,North America,na
1976-06,Number Of Air Passenger Arrivals,Other Regions,na
1976-07,Number Of Air Passenger Arrivals,South East Asia,na
1976-07,Number Of Air Passenger Arrivals,North East Asia,na
1976-07,Number Of Air Passenger Arrivals,South Asia,na
1976-07,Number Of Air Passenger Arrivals,Middle East,na
1976-07,Number Of Air Passenger Arrivals,Oceania,na
1976-07,Number Of Air Passenger Arrivals,Europe,na
1976-07,Number Of Air Passenger Arrivals,North America,na
1976-07,Number Of Air Passenger Arrivals,Other Regions,na
1976-08,Number Of Air Passenger Arrivals,South East Asia,na
1976-08,Number Of Air Passenger Arrivals,North East Asia,na
1976-08,Number Of Air Passenger Arrivals,South Asia,na
1976-08,Number Of Air Passenger Arrivals,Middle East,na
1976-08,Number Of Air Passenger Arrivals,Oceania,na
1976-08,Number Of Air Passenger Arrivals,Europe,na
1976-08,Number Of Air Passenger Arrivals,North America,na
1976-08,Number Of Air Passenger Arrivals,Other Regions,na
1976-09,Number Of Air Passenger Arrivals,South East Asia,na
1976-09,Number Of Air Passenger Arrivals,North East Asia,na
1976-09,Number Of Air Passenger Arrivals,South Asia,na
1976-09,Number Of Air Passenger Arrivals,Middle East,na
1976-09,Number Of Air Passenger Arrivals,Oceania,na
1976-09,Number Of Air Passenger Arrivals,Europe,na
1976-09,Number Of Air Passenger Arrivals,North America,na
1976-09,Number Of Air Passenger Arrivals,Other Regions,na
1976-10,Number Of Air Passenger Arrivals,South East Asia,na
1976-10,Number Of Air Passenger Arrivals,North East Asia,na
1976-10,Number Of Air Passenger Arrivals,South Asia,na
1976-10,Number Of Air Passenger Arrivals,Middle East,na
1976-10,Number Of Air Passenger Arrivals,Oceania,na
1976-10,Number Of Air Passenger Arrivals,Europe,na
1976-10,Number Of Air Passenger Arrivals,North America,na
1976-10,Number Of Air Passenger Arrivals,Other Regions,na
1976-11,Number Of Air Passenger Arrivals,South East Asia,na
1976-11,Number Of Air Passenger Arrivals,North East Asia,na
1976-11,Number Of Air Passenger Arrivals,South Asia,na
1976-11,Number Of Air Passenger Arrivals,Middle East,na
1976-11,Number Of Air Passenger Arrivals,Oceania,na
1976-11,Number Of Air Passenger Arrivals,Europe,na
1976-11,Number Of Air Passenger Arrivals,North America,na
1976-11,Number Of Air Passenger Arrivals,Other Regions,na
1976-12,Number Of Air Passenger Arrivals,South East Asia,na
1976-12,Number Of Air Passenger Arrivals,North East Asia,na
1976-12,Number Of Air Passenger Arrivals,South Asia,na
1976-12,Number Of Air Passenger Arrivals,Middle East,na
1976-12,Number Of Air Passenger Arrivals,Oceania,na
1976-12,Number Of Air Passenger Arrivals,Europe,na
1976-12,Number Of Air Passenger Arrivals,North America,na
1976-12,Number Of Air Passenger Arrivals,Other Regions,na
1977-01,Number Of Air Passenger Arrivals,South East Asia,na
1977-01,Number Of Air Passenger Arrivals,North East Asia,na
1977-01,Number Of Air Passenger Arrivals,South Asia,na
1977-01,Number Of Air Passenger Arrivals,Middle East,na
1977-01,Number Of Air Passenger Arrivals,Oceania,na
1977-01,Number Of Air Passenger Arrivals,Europe,na
1977-01,Number Of Air Passenger Arrivals,North America,na
1977-01,Number Of Air Passenger Arrivals,Other Regions,na
1977-02,Number Of Air Passenger Arrivals,South East Asia,na
1977-02,Number Of Air Passenger Arrivals,North East Asia,na
1977-02,Number Of Air Passenger Arrivals,South Asia,na
1977-02,Number Of Air Passenger Arrivals,Middle East,na
1977-02,Number Of Air Passenger Arrivals,Oceania,na
1977-02,Number Of Air Passenger Arrivals,Europe,na
1977-02,Number Of Air Passenger Arrivals,North America,na
1977-02,Number Of Air Passenger Arrivals,Other Regions,na
1977-03,Number Of Air Passenger Arrivals,South East Asia,na
1977-03,Number Of Air Passenger Arrivals,North East Asia,na
1977-03,Number Of Air Passenger Arrivals,South Asia,na
1977-03,Number Of Air Passenger Arrivals,Middle East,na
1977-03,Number Of Air Passenger Arrivals,Oceania,na
1977-03,Number Of Air Passenger Arrivals,Europe,na
1977-03,Number Of Air Passenger Arrivals,North America,na
1977-03,Number Of Air Passenger Arrivals,Other Regions,na
1977-04,Number Of Air Passenger Arrivals,South East Asia,na
1977-04,Number Of Air Passenger Arrivals,North East Asia,na
1977-04,Number Of Air Passenger Arrivals,South Asia,na
1977-04,Number Of Air Passenger Arrivals,Middle East,na
1977-04,Number Of Air Passenger Arrivals,Oceania,na
1977-04,Number Of Air Passenger Arrivals,Europe,na
1977-04,Number Of Air Passenger Arrivals,North America,na
1977-04,Number Of Air Passenger Arrivals,Other Regions,na
1977-05,Number Of Air Passenger Arrivals,South East Asia,na
1977-05,Number Of Air Passenger Arrivals,North East Asia,na
1977-05,Number Of Air Passenger Arrivals,South Asia,na
1977-05,Number Of Air Passenger Arrivals,Middle East,na
1977-05,Number Of Air Passenger Arrivals,Oceania,na
1977-05,Number Of Air Passenger Arrivals,Europe,na
1977-05,Number Of Air Passenger Arrivals,North America,na
1977-05,Number Of Air Passenger Arrivals,Other Regions,na
1977-06,Number Of Air Passenger Arrivals,South East Asia,na
1977-06,Number Of Air Passenger Arrivals,North East Asia,na
1977-06,Number Of Air Passenger Arrivals,South Asia,na
1977-06,Number Of Air Passenger Arrivals,Middle East,na
1977-06,Number Of Air Passenger Arrivals,Oceania,na
1977-06,Number Of Air Passenger Arrivals,Europe,na
1977-06,Number Of Air Passenger Arrivals,North America,na
1977-06,Number Of Air Passenger Arrivals,Other Regions,na
1977-07,Number Of Air Passenger Arrivals,South East Asia,na
1977-07,Number Of Air Passenger Arrivals,North East Asia,na
1977-07,Number Of Air Passenger Arrivals,South Asia,na
1977-07,Number Of Air Passenger Arrivals,Middle East,na
1977-07,Number Of Air Passenger Arrivals,Oceania,na
1977-07,Number Of Air Passenger Arrivals,Europe,na
1977-07,Number Of Air Passenger Arrivals,North America,na
1977-07,Number Of Air Passenger Arrivals,Other Regions,na
1977-08,Number Of Air Passenger Arrivals,South East Asia,na
1977-08,Number Of Air Passenger Arrivals,North East Asia,na
1977-08,Number Of Air Passenger Arrivals,South Asia,na
1977-08,Number Of Air Passenger Arrivals,Middle East,na
1977-08,Number Of Air Passenger Arrivals,Oceania,na
1977-08,Number Of Air Passenger Arrivals,Europe,na
1977-08,Number Of Air Passenger Arrivals,North America,na
1977-08,Number Of Air Passenger Arrivals,Other Regions,na
1977-09,Number Of Air Passenger Arrivals,South East Asia,na
1977-09,Number Of Air Passenger Arrivals,North East Asia,na
1977-09,Number Of Air Passenger Arrivals,South Asia,na
1977-09,Number Of Air Passenger Arrivals,Middle East,na
1977-09,Number Of Air Passenger Arrivals,Oceania,na
1977-09,Number Of Air Passenger Arrivals,Europe,na
1977-09,Number Of Air Passenger Arrivals,North America,na
1977-09,Number Of Air Passenger Arrivals,Other Regions,na
1977-10,Number Of Air Passenger Arrivals,South East Asia,na
1977-10,Number Of Air Passenger Arrivals,North East Asia,na
1977-10,Number Of Air Passenger Arrivals,South Asia,na
1977-10,Number Of Air Passenger Arrivals,Middle East,na
1977-10,Number Of Air Passenger Arrivals,Oceania,na
1977-10,Number Of Air Passenger Arrivals,Europe,na
1977-10,Number Of Air Passenger Arrivals,North America,na
1977-10,Number Of Air Passenger Arrivals,Other Regions,na
1977-11,Number Of Air Passenger Arrivals,South East Asia,na
1977-11,Number Of Air Passenger Arrivals,North East Asia,na
1977-11,Number Of Air Passenger Arrivals,South Asia,na
1977-11,Number Of Air Passenger Arrivals,Middle East,na
1977-11,Number Of Air Passenger Arrivals,Oceania,na
1977-11,Number Of Air Passenger Arrivals,Europe,na
1977-11,Number Of Air Passenger Arrivals,North America,na
1977-11,Number Of Air Passenger Arrivals,Other Regions,na
1977-12,Number Of Air Passenger Arrivals,South East Asia,na
1977-12,Number Of Air Passenger Arrivals,North East Asia,na
1977-12,Number Of Air Passenger Arrivals,South Asia,na
1977-12,Number Of Air Passenger Arrivals,Middle East,na
1977-12,Number Of Air Passenger Arrivals,Oceania,na
1977-12,Number Of Air Passenger Arrivals,Europe,na
1977-12,Number Of Air Passenger Arrivals,North America,na
1977-12,Number Of Air Passenger Arrivals,Other Regions,na
1978-01,Number Of Air Passenger Arrivals,South East Asia,na
1978-01,Number Of Air Passenger Arrivals,North East Asia,na
1978-01,Number Of Air Passenger Arrivals,South Asia,na
1978-01,Number Of Air Passenger Arrivals,Middle East,na
1978-01,Number Of Air Passenger Arrivals,Oceania,na
1978-01,Number Of Air Passenger Arrivals,Europe,na
1978-01,Number Of Air Passenger Arrivals,North America,na
1978-01,Number Of Air Passenger Arrivals,Other Regions,na
1978-02,Number Of Air Passenger Arrivals,South East Asia,na
1978-02,Number Of Air Passenger Arrivals,North East Asia,na
1978-02,Number Of Air Passenger Arrivals,South Asia,na
1978-02,Number Of Air Passenger Arrivals,Middle East,na
1978-02,Number Of Air Passenger Arrivals,Oceania,na
1978-02,Number Of Air Passenger Arrivals,Europe,na
1978-02,Number Of Air Passenger Arrivals,North America,na
1978-02,Number Of Air Passenger Arrivals,Other Regions,na
1978-03,Number Of Air Passenger Arrivals,South East Asia,na
1978-03,Number Of Air Passenger Arrivals,North East Asia,na
1978-03,Number Of Air Passenger Arrivals,South Asia,na
1978-03,Number Of Air Passenger Arrivals,Middle East,na
1978-03,Number Of Air Passenger Arrivals,Oceania,na
1978-03,Number Of Air Passenger Arrivals,Europe,na
1978-03,Number Of Air Passenger Arrivals,North America,na
1978-03,Number Of Air Passenger Arrivals,Other Regions,na
1978-04,Number Of Air Passenger Arrivals,South East Asia,na
1978-04,Number Of Air Passenger Arrivals,North East Asia,na
1978-04,Number Of Air Passenger Arrivals,South Asia,na
1978-04,Number Of Air Passenger Arrivals,Middle East,na
1978-04,Number Of Air Passenger Arrivals,Oceania,na
1978-04,Number Of Air Passenger Arrivals,Europe,na
1978-04,Number Of Air Passenger Arrivals,North America,na
1978-04,Number Of Air Passenger Arrivals,Other Regions,na
1978-05,Number Of Air Passenger Arrivals,South East Asia,na
1978-05,Number Of Air Passenger Arrivals,North East Asia,na
1978-05,Number Of Air Passenger Arrivals,South Asia,na
1978-05,Number Of Air Passenger Arrivals,Middle East,na
1978-05,Number Of Air Passenger Arrivals,Oceania,na
1978-05,Number Of Air Passenger Arrivals,Europe,na
1978-05,Number Of Air Passenger Arrivals,North America,na
1978-05,Number Of Air Passenger Arrivals,Other Regions,na
1978-06,Number Of Air Passenger Arrivals,South East Asia,na
1978-06,Number Of Air Passenger Arrivals,North East Asia,na
1978-06,Number Of Air Passenger Arrivals,South Asia,na
1978-06,Number Of Air Passenger Arrivals,Middle East,na
1978-06,Number Of Air Passenger Arrivals,Oceania,na
1978-06,Number Of Air Passenger Arrivals,Europe,na
1978-06,Number Of Air Passenger Arrivals,North America,na
1978-06,Number Of Air Passenger Arrivals,Other Regions,na
1978-07,Number Of Air Passenger Arrivals,South East Asia,na
1978-07,Number Of Air Passenger Arrivals,North East Asia,na
1978-07,Number Of Air Passenger Arrivals,South Asia,na
1978-07,Number Of Air Passenger Arrivals,Middle East,na
1978-07,Number Of Air Passenger Arrivals,Oceania,na
1978-07,Number Of Air Passenger Arrivals,Europe,na
1978-07,Number Of Air Passenger Arrivals,North America,na
1978-07,Number Of Air Passenger Arrivals,Other Regions,na
1978-08,Number Of Air Passenger Arrivals,South East Asia,na
1978-08,Number Of Air Passenger Arrivals,North East Asia,na
1978-08,Number Of Air Passenger Arrivals,South Asia,na
1978-08,Number Of Air Passenger Arrivals,Middle East,na
1978-08,Number Of Air Passenger Arrivals,Oceania,na
1978-08,Number Of Air Passenger Arrivals,Europe,na
1978-08,Number Of Air Passenger Arrivals,North America,na
1978-08,Number Of Air Passenger Arrivals,Other Regions,na
1978-09,Number Of Air Passenger Arrivals,South East Asia,na
1978-09,Number Of Air Passenger Arrivals,North East Asia,na
1978-09,Number Of Air Passenger Arrivals,South Asia,na
1978-09,Number Of Air Passenger Arrivals,Middle East,na
1978-09,Number Of Air Passenger Arrivals,Oceania,na
1978-09,Number Of Air Passenger Arrivals,Europe,na
1978-09,Number Of Air Passenger Arrivals,North America,na
1978-09,Number Of Air Passenger Arrivals,Other Regions,na
1978-10,Number Of Air Passenger Arrivals,South East Asia,na
1978-10,Number Of Air Passenger Arrivals,North East Asia,na
1978-10,Number Of Air Passenger Arrivals,South Asia,na
1978-10,Number Of Air Passenger Arrivals,Middle East,na
1978-10,Number Of Air Passenger Arrivals,Oceania,na
1978-10,Number Of Air Passenger Arrivals,Europe,na
1978-10,Number Of Air Passenger Arrivals,North America,na
1978-10,Number Of Air Passenger Arrivals,Other Regions,na
1978-11,Number Of Air Passenger Arrivals,South East Asia,na
1978-11,Number Of Air Passenger Arrivals,North East Asia,na
1978-11,Number Of Air Passenger Arrivals,South Asia,na
1978-11,Number Of Air Passenger Arrivals,Middle East,na
1978-11,Number Of Air Passenger Arrivals,Oceania,na
1978-11,Number Of Air Passenger Arrivals,Europe,na
1978-11,Number Of Air Passenger Arrivals,North America,na
1978-11,Number Of Air Passenger Arrivals,Other Regions,na
1978-12,Number Of Air Passenger Arrivals,South East Asia,na
1978-12,Number Of Air Passenger Arrivals,North East Asia,na
1978-12,Number Of Air Passenger Arrivals,South Asia,na
1978-12,Number Of Air Passenger Arrivals,Middle East,na
1978-12,Number Of Air Passenger Arrivals,Oceania,na
1978-12,Number Of Air Passenger Arrivals,Europe,na
1978-12,Number Of Air Passenger Arrivals,North America,na
1978-12,Number Of Air Passenger Arrivals,Other Regions,na
1979-01,Number Of Air Passenger Arrivals,South East Asia,na
1979-01,Number Of Air Passenger Arrivals,North East Asia,na
1979-01,Number Of Air Passenger Arrivals,South Asia,na
1979-01,Number Of Air Passenger Arrivals,Middle East,na
1979-01,Number Of Air Passenger Arrivals,Oceania,na
1979-01,Number Of Air Passenger Arrivals,Europe,na
1979-01,Number Of Air Passenger Arrivals,North America,na
1979-01,Number Of Air Passenger Arrivals,Other Regions,na
1979-02,Number Of Air Passenger Arrivals,South East Asia,na
1979-02,Number Of Air Passenger Arrivals,North East Asia,na
1979-02,Number Of Air Passenger Arrivals,South Asia,na
1979-02,Number Of Air Passenger Arrivals,Middle East,na
1979-02,Number Of Air Passenger Arrivals,Oceania,na
1979-02,Number Of Air Passenger Arrivals,Europe,na
1979-02,Number Of Air Passenger Arrivals,North America,na
1979-02,Number Of Air Passenger Arrivals,Other Regions,na
1979-03,Number Of Air Passenger Arrivals,South East Asia,na
1979-03,Number Of Air Passenger Arrivals,North East Asia,na
1979-03,Number Of Air Passenger Arrivals,South Asia,na
1979-03,Number Of Air Passenger Arrivals,Middle East,na
1979-03,Number Of Air Passenger Arrivals,Oceania,na
1979-03,Number Of Air Passenger Arrivals,Europe,na
1979-03,Number Of Air Passenger Arrivals,North America,na
1979-03,Number Of Air Passenger Arrivals,Other Regions,na
1979-04,Number Of Air Passenger Arrivals,South East Asia,na
1979-04,Number Of Air Passenger Arrivals,North East Asia,na
1979-04,Number Of Air Passenger Arrivals,South Asia,na
1979-04,Number Of Air Passenger Arrivals,Middle East,na
1979-04,Number Of Air Passenger Arrivals,Oceania,na
1979-04,Number Of Air Passenger Arrivals,Europe,na
1979-04,Number Of Air Passenger Arrivals,North America,na
1979-04,Number Of Air Passenger Arrivals,Other Regions,na
1979-05,Number Of Air Passenger Arrivals,South East Asia,na
1979-05,Number Of Air Passenger Arrivals,North East Asia,na
1979-05,Number Of Air Passenger Arrivals,South Asia,na
1979-05,Number Of Air Passenger Arrivals,Middle East,na
1979-05,Number Of Air Passenger Arrivals,Oceania,na
1979-05,Number Of Air Passenger Arrivals,Europe,na
1979-05,Number Of Air Passenger Arrivals,North America,na
1979-05,Number Of Air Passenger Arrivals,Other Regions,na
1979-06,Number Of Air Passenger Arrivals,South East Asia,na
1979-06,Number Of Air Passenger Arrivals,North East Asia,na
1979-06,Number Of Air Passenger Arrivals,South Asia,na
1979-06,Number Of Air Passenger Arrivals,Middle East,na
1979-06,Number Of Air Passenger Arrivals,Oceania,na
1979-06,Number Of Air Passenger Arrivals,Europe,na
1979-06,Number Of Air Passenger Arrivals,North America,na
1979-06,Number Of Air Passenger Arrivals,Other Regions,na
1979-07,Number Of Air Passenger Arrivals,South East Asia,na
1979-07,Number Of Air Passenger Arrivals,North East Asia,na
1979-07,Number Of Air Passenger Arrivals,South Asia,na
1979-07,Number Of Air Passenger Arrivals,Middle East,na
1979-07,Number Of Air Passenger Arrivals,Oceania,na
1979-07,Number Of Air Passenger Arrivals,Europe,na
1979-07,Number Of Air Passenger Arrivals,North America,na
1979-07,Number Of Air Passenger Arrivals,Other Regions,na
1979-08,Number Of Air Passenger Arrivals,South East Asia,na
1979-08,Number Of Air Passenger Arrivals,North East Asia,na
1979-08,Number Of Air Passenger Arrivals,South Asia,na
1979-08,Number Of Air Passenger Arrivals,Middle East,na
1979-08,Number Of Air Passenger Arrivals,Oceania,na
1979-08,Number Of Air Passenger Arrivals,Europe,na
1979-08,Number Of Air Passenger Arrivals,North America,na
1979-08,Number Of Air Passenger Arrivals,Other Regions,na
1979-09,Number Of Air Passenger Arrivals,South East Asia,na
1979-09,Number Of Air Passenger Arrivals,North East Asia,na
1979-09,Number Of Air Passenger Arrivals,South Asia,na
1979-09,Number Of Air Passenger Arrivals,Middle East,na
1979-09,Number Of Air Passenger Arrivals,Oceania,na
1979-09,Number Of Air Passenger Arrivals,Europe,na
1979-09,Number Of Air Passenger Arrivals,North America,na
1979-09,Number Of Air Passenger Arrivals,Other Regions,na
1979-10,Number Of Air Passenger Arrivals,South East Asia,na
1979-10,Number Of Air Passenger Arrivals,North East Asia,na
1979-10,Number Of Air Passenger Arrivals,South Asia,na
1979-10,Number Of Air Passenger Arrivals,Middle East,na
1979-10,Number Of Air Passenger Arrivals,Oceania,na
1979-10,Number Of Air Passenger Arrivals,Europe,na
1979-10,Number Of Air Passenger Arrivals,North America,na
1979-10,Number Of Air Passenger Arrivals,Other Regions,na
1979-11,Number Of Air Passenger Arrivals,South East Asia,na
1979-11,Number Of Air Passenger Arrivals,North East Asia,na
1979-11,Number Of Air Passenger Arrivals,South Asia,na
1979-11,Number Of Air Passenger Arrivals,Middle East,na
1979-11,Number Of Air Passenger Arrivals,Oceania,na
1979-11,Number Of Air Passenger Arrivals,Europe,na
1979-11,Number Of Air Passenger Arrivals,North America,na
1979-11,Number Of Air Passenger Arrivals,Other Regions,na
1979-12,Number Of Air Passenger Arrivals,South East Asia,na
1979-12,Number Of Air Passenger Arrivals,North East Asia,na
1979-12,Number Of Air Passenger Arrivals,South Asia,na
1979-12,Number Of Air Passenger Arrivals,Middle East,na
1979-12,Number Of Air Passenger Arrivals,Oceania,na
1979-12,Number Of Air Passenger Arrivals,Europe,na
1979-12,Number Of Air Passenger Arrivals,North America,na
1979-12,Number Of Air Passenger Arrivals,Other Regions,na
1980-01,Number Of Air Passenger Arrivals,South East Asia,na
1980-01,Number Of Air Passenger Arrivals,North East Asia,na
1980-01,Number Of Air Passenger Arrivals,South Asia,na
1980-01,Number Of Air Passenger Arrivals,Middle East,na
1980-01,Number Of Air Passenger Arrivals,Oceania,na
1980-01,Number Of Air Passenger Arrivals,Europe,na
1980-01,Number Of Air Passenger Arrivals,North America,na
1980-01,Number Of Air Passenger Arrivals,Other Regions,na
1980-02,Number Of Air Passenger Arrivals,South East Asia,na
1980-02,Number Of Air Passenger Arrivals,North East Asia,na
1980-02,Number Of Air Passenger Arrivals,South Asia,na
1980-02,Number Of Air Passenger Arrivals,Middle East,na
1980-02,Number Of Air Passenger Arrivals,Oceania,na
1980-02,Number Of Air Passenger Arrivals,Europe,na
1980-02,Number Of Air Passenger Arrivals,North America,na
1980-02,Number Of Air Passenger Arrivals,Other Regions,na
