month,level_1,level_2,value
1988-06,Number Of Air Passenger Arrivals,North America,10361
1988-06,Number Of Air Passenger Arrivals,Other Regions,na
1988-07,Number Of Air Passenger Arrivals,South East Asia,223853
1988-07,Number Of Air Passenger Arrivals,North East Asia,104021
1988-07,Number Of Air Passenger Arrivals,South Asia,26406
1988-07,Number Of Air Passenger Arrivals,Middle East,7764
1988-07,Number Of Air Passenger Arrivals,Oceania,54909
1988-07,Number Of Air Passenger Arrivals,Europe,61404
1988-07,Number Of Air Passenger Arrivals,North America,10653
1988-07,Number Of Air Passenger Arrivals,Other Regions,na
1988-08,Number Of Air Passenger Arrivals,South East Asia,237592
1988-08,Number Of Air Passenger Arrivals,North East Asia,101112
1988-08,Number Of Air Passenger Arrivals,South Asia,28492
1988-08,Number Of Air Passenger Arrivals,Middle East,9120
1988-08,Number Of Air Passenger Arrivals,Oceania,56344
1988-08,Number Of Air Passenger Arrivals,Europe,56199
1988-08,Number Of Air Passenger Arrivals,North America,9744
1988-08,Number Of Air Passenger Arrivals,Other Regions,na
1988-09,Number Of Air Passenger Arrivals,South East Asia,208603
1988-09,Number Of Air Passenger Arrivals,North East Asia,97887
1988-09,Number Of Air Passenger Arrivals,South Asia,26001
1988-09,Number Of Air Passenger Arrivals,Middle East,5085
1988-09,Number Of Air Passenger Arrivals,Oceania,52647
1988-09,Number Of Air Passenger Arrivals,Europe,57543
1988-09,Number Of Air Passenger Arrivals,North America,8317
1988-09,Number Of Air Passenger Arrivals,Other Regions,na
1988-10,Number Of Air Passenger Arrivals,South East Asia,221718
1988-10,Number Of Air Passenger Arrivals,North East Asia,99322
1988-10,Number Of Air Passenger Arrivals,South Asia,26838
1988-10,Number Of Air Passenger Arrivals,Middle East,5612
1988-10,Number Of Air Passenger Arrivals,Oceania,47998
1988-10,Number Of Air Passenger Arrivals,Europe,62306
1988-10,Number Of Air Passenger Arrivals,North America,10577
1988-10,Number Of Air Passenger Arrivals,Other Regions,na
1988-11,Number Of Air Passenger Arrivals,South East Asia,236212
1988-11,Number Of Air Passenger Arrivals,North East Asia,99572
1988-11,Number Of Air Passenger Arrivals,South Asia,25401
1988-11,Number Of Air Passenger Arrivals,Middle East,4761
1988-11,Number Of Air Passenger Arrivals,Oceania,56322
1988-11,Number Of Air Passenger Arrivals,Europe,54765
1988-11,Number Of Air Passenger Arrivals,North America,9615
1988-11,Number Of Air Passenger Arrivals,Other Regions,na
1988-12,Number Of Air Passenger Arrivals,South East Asia,288327
1988-12,Number Of Air Passenger Arrivals,North East Asia,99941
1988-12,Number Of Air Passenger Arrivals,South Asia,33089
1988-12,Number Of Air Passenger Arrivals,Middle East,6304
1988-12,Number Of Air Passenger Arrivals,Oceania,74295
1988-12,Number Of Air Passenger Arrivals,Europe,56159
1988-12,Number Of Air Passenger Arrivals,North America,13401
1988-12,Number Of Air Passenger Arrivals,Other Regions,na
1989-01,Number Of Air Passenger Arrivals,South East Asia,230949
1989-01,Number Of Air Passenger Arrivals,North East Asia,95199
1989-01,Number Of Air Passenger Arrivals,South Asia,35761
1989-01,Number Of Air Passenger Arrivals,Middle East,5926
1989-01,Number Of Air Passenger Arrivals,Oceania,62565
1989-01,Number Of Air Passenger Arrivals,Europe,56881
1989-01,Number Of Air Passenger Arrivals,North America,10883
1989-01,Number Of Air Passenger Arrivals,Other Regions,na
1989-02,Number Of Air Passenger Arrivals,South East Asia,235596
1989-02,Number Of Air Passenger Arrivals,North East Asia,94754
1989-02,Number Of Air Passenger Arrivals,South Asia,27916
1989-02,Number Of Air Passenger Arrivals,Middle East,4866
1989-02,Number Of Air Passenger Arrivals,Oceania,53346
1989-02,Number Of Air Passenger Arrivals,Europe,51448
1989-02,Number Of Air Passenger Arrivals,North America,7743
1989-02,Number Of Air Passenger Arrivals,Other Regions,na
1989-03,Number Of Air Passenger Arrivals,South East Asia,250004
1989-03,Number Of Air Passenger Arrivals,North East Asia,107252
1989-03,Number Of Air Passenger Arrivals,South Asia,30627
1989-03,Number Of Air Passenger Arrivals,Middle East,5292
1989-03,Number Of Air Passenger Arrivals,Oceania,69804
1989-03,Number Of Air Passenger Arrivals,Europe,55065
1989-03,Number Of Air Passenger Arrivals,North America,8831
1989-03,Number Of Air Passenger Arrivals,Other Regions,na
1989-04,Number Of Air Passenger Arrivals,South East Asia,231843
1989-04,Number Of Air Passenger Arrivals,North East Asia,100600
1989-04,Number Of Air Passenger Arrivals,South Asia,28074
1989-04,Number Of Air Passenger Arrivals,Middle East,4397
1989-04,Number Of Air Passenger Arrivals,Oceania,64751
1989-04,Number Of Air Passenger Arrivals,Europe,50967
1989-04,Number Of Air Passenger Arrivals,North America,8979
1989-04,Number Of Air Passenger Arrivals,Other Regions,na
1989-05,Number Of Air Passenger Arrivals,South East Asia,240127
1989-05,Number Of Air Passenger Arrivals,North East Asia,102414
1989-05,Number Of Air Passenger Arrivals,South Asia,27589
1989-05,Number Of Air Passenger Arrivals,Middle East,4809
1989-05,Number Of Air Passenger Arrivals,Oceania,61799
1989-05,Number Of Air Passenger Arrivals,Europe,47534
1989-05,Number Of Air Passenger Arrivals,North America,10551
1989-05,Number Of Air Passenger Arrivals,Other Regions,na
1989-06,Number Of Air Passenger Arrivals,South East Asia,270334
1989-06,Number Of Air Passenger Arrivals,North East Asia,116658
1989-06,Number Of Air Passenger Arrivals,South Asia,27863
1989-06,Number Of Air Passenger Arrivals,Middle East,5671
1989-06,Number Of Air Passenger Arrivals,Oceania,63459
1989-06,Number Of Air Passenger Arrivals,Europe,55939
1989-06,Number Of Air Passenger Arrivals,North America,12319
1989-06,Number Of Air Passenger Arrivals,Other Regions,na
1989-07,Number Of Air Passenger Arrivals,South East Asia,256772
1989-07,Number Of Air Passenger Arrivals,North East Asia,120572
1989-07,Number Of Air Passenger Arrivals,South Asia,28482
1989-07,Number Of Air Passenger Arrivals,Middle East,8233
1989-07,Number Of Air Passenger Arrivals,Oceania,60349
1989-07,Number Of Air Passenger Arrivals,Europe,71061
1989-07,Number Of Air Passenger Arrivals,North America,13020
1989-07,Number Of Air Passenger Arrivals,Other Regions,na
1989-08,Number Of Air Passenger Arrivals,South East Asia,262072
1989-08,Number Of Air Passenger Arrivals,North East Asia,123644
1989-08,Number Of Air Passenger Arrivals,South Asia,29439
1989-08,Number Of Air Passenger Arrivals,Middle East,8147
1989-08,Number Of Air Passenger Arrivals,Oceania,60647
1989-08,Number Of Air Passenger Arrivals,Europe,63165
1989-08,Number Of Air Passenger Arrivals,North America,11432
1989-08,Number Of Air Passenger Arrivals,Other Regions,na
1989-09,Number Of Air Passenger Arrivals,South East Asia,247029
1989-09,Number Of Air Passenger Arrivals,North East Asia,122487
1989-09,Number Of Air Passenger Arrivals,South Asia,26704
1989-09,Number Of Air Passenger Arrivals,Middle East,5459
1989-09,Number Of Air Passenger Arrivals,Oceania,62952
1989-09,Number Of Air Passenger Arrivals,Europe,67703
1989-09,Number Of Air Passenger Arrivals,North America,10071
1989-09,Number Of Air Passenger Arrivals,Other Regions,na
1989-10,Number Of Air Passenger Arrivals,South East Asia,255166
1989-10,Number Of Air Passenger Arrivals,North East Asia,118427
1989-10,Number Of Air Passenger Arrivals,South Asia,28010
1989-10,Number Of Air Passenger Arrivals,Middle East,4935
1989-10,Number Of Air Passenger Arrivals,Oceania,52668
1989-10,Number Of Air Passenger Arrivals,Europe,72899
1989-10,Number Of Air Passenger Arrivals,North America,10431
1989-10,Number Of Air Passenger Arrivals,Other Regions,na
1989-11,Number Of Air Passenger Arrivals,South East Asia,273769
1989-11,Number Of Air Passenger Arrivals,North East Asia,116520
1989-11,Number Of Air Passenger Arrivals,South Asia,29590
1989-11,Number Of Air Passenger Arrivals,Middle East,4305
1989-11,Number Of Air Passenger Arrivals,Oceania,60347
1989-11,Number Of Air Passenger Arrivals,Europe,63060
1989-11,Number Of Air Passenger Arrivals,North America,10458
1989-11,Number Of Air Passenger Arrivals,Other Regions,na
1989-12,Number Of Air Passenger Arrivals,South East Asia,309627
1989-12,Number Of Air Passenger Arrivals,North East Asia,129073
1989-12,Number Of Air Passenger Arrivals,South Asia,34644
1989-12,Number Of Air Passenger Arrivals,Middle East,6177
1989-12,Number Of Air Passenger Arrivals,Oceania,82608
1989-12,Number Of Air Passenger Arrivals,Europe,63268
1989-12,Number Of Air Passenger Arrivals,North America,12885
1989-12,Number Of Air Passenger Arrivals,Other Regions,na
1990-01,Number Of Air Passenger Arrivals,South East Asia,268161
1990-01,Number Of Air Passenger Arrivals,North East Asia,122745
1990-01,Number Of Air Passenger Arrivals,South Asia,36263
1990-01,Number Of Air Passenger Arrivals,Middle East,6085
1990-01,Number Of Air Passenger Arrivals,Oceania,68230
1990-01,Number Of Air Passenger Arrivals,Europe,58409
1990-01,Number Of Air Passenger Arrivals,North America,10986
1990-01,Number Of Air Passenger Arrivals,Other Regions,na
1990-02,Number Of Air Passenger Arrivals,South East Asia,267546
1990-02,Number Of Air Passenger Arrivals,North East Asia,121015
1990-02,Number Of Air Passenger Arrivals,South Asia,31709
1990-02,Number Of Air Passenger Arrivals,Middle East,4459
1990-02,Number Of Air Passenger Arrivals,Oceania,53752
1990-02,Number Of Air Passenger Arrivals,Europe,58653
1990-02,Number Of Air Passenger Arrivals,North America,9334
1990-02,Number Of Air Passenger Arrivals,Other Regions,na
1990-03,Number Of Air Passenger Arrivals,South East Asia,282518
1990-03,Number Of Air Passenger Arrivals,North East Asia,130046
1990-03,Number Of Air Passenger Arrivals,South Asia,33925
1990-03,Number Of Air Passenger Arrivals,Middle East,5526
1990-03,Number Of Air Passenger Arrivals,Oceania,70029
1990-03,Number Of Air Passenger Arrivals,Europe,58014
1990-03,Number Of Air Passenger Arrivals,North America,9101
1990-03,Number Of Air Passenger Arrivals,Other Regions,na
1990-04,Number Of Air Passenger Arrivals,South East Asia,269909
1990-04,Number Of Air Passenger Arrivals,North East Asia,125392
1990-04,Number Of Air Passenger Arrivals,South Asia,31679
1990-04,Number Of Air Passenger Arrivals,Middle East,4269
1990-04,Number Of Air Passenger Arrivals,Oceania,71317
1990-04,Number Of Air Passenger Arrivals,Europe,54518
1990-04,Number Of Air Passenger Arrivals,North America,8606
1990-04,Number Of Air Passenger Arrivals,Other Regions,na
1990-05,Number Of Air Passenger Arrivals,South East Asia,267927
1990-05,Number Of Air Passenger Arrivals,North East Asia,126595
1990-05,Number Of Air Passenger Arrivals,South Asia,33464
1990-05,Number Of Air Passenger Arrivals,Middle East,4227
1990-05,Number Of Air Passenger Arrivals,Oceania,64490
1990-05,Number Of Air Passenger Arrivals,Europe,55783
1990-05,Number Of Air Passenger Arrivals,North America,11781
1990-05,Number Of Air Passenger Arrivals,Other Regions,na
1990-06,Number Of Air Passenger Arrivals,South East Asia,302663
1990-06,Number Of Air Passenger Arrivals,North East Asia,143059
1990-06,Number Of Air Passenger Arrivals,South Asia,30348
1990-06,Number Of Air Passenger Arrivals,Middle East,5446
1990-06,Number Of Air Passenger Arrivals,Oceania,65518
1990-06,Number Of Air Passenger Arrivals,Europe,60360
1990-06,Number Of Air Passenger Arrivals,North America,13788
1990-06,Number Of Air Passenger Arrivals,Other Regions,na
1990-07,Number Of Air Passenger Arrivals,South East Asia,275293
1990-07,Number Of Air Passenger Arrivals,North East Asia,145358
1990-07,Number Of Air Passenger Arrivals,South Asia,30733
1990-07,Number Of Air Passenger Arrivals,Middle East,8267
1990-07,Number Of Air Passenger Arrivals,Oceania,59612
1990-07,Number Of Air Passenger Arrivals,Europe,78971
1990-07,Number Of Air Passenger Arrivals,North America,13061
1990-07,Number Of Air Passenger Arrivals,Other Regions,na
1990-08,Number Of Air Passenger Arrivals,South East Asia,296848
1990-08,Number Of Air Passenger Arrivals,North East Asia,147923
1990-08,Number Of Air Passenger Arrivals,South Asia,34204
1990-08,Number Of Air Passenger Arrivals,Middle East,5511
1990-08,Number Of Air Passenger Arrivals,Oceania,61371
1990-08,Number Of Air Passenger Arrivals,Europe,71963
1990-08,Number Of Air Passenger Arrivals,North America,11541
1990-08,Number Of Air Passenger Arrivals,Other Regions,na
1990-09,Number Of Air Passenger Arrivals,South East Asia,265991
1990-09,Number Of Air Passenger Arrivals,North East Asia,130124
1990-09,Number Of Air Passenger Arrivals,South Asia,31084
1990-09,Number Of Air Passenger Arrivals,Middle East,2675
1990-09,Number Of Air Passenger Arrivals,Oceania,57280
1990-09,Number Of Air Passenger Arrivals,Europe,76420
1990-09,Number Of Air Passenger Arrivals,North America,10674
1990-09,Number Of Air Passenger Arrivals,Other Regions,na
1990-10,Number Of Air Passenger Arrivals,South East Asia,274030
1990-10,Number Of Air Passenger Arrivals,North East Asia,139649
1990-10,Number Of Air Passenger Arrivals,South Asia,30922
1990-10,Number Of Air Passenger Arrivals,Middle East,2786
1990-10,Number Of Air Passenger Arrivals,Oceania,51796
1990-10,Number Of Air Passenger Arrivals,Europe,77646
1990-10,Number Of Air Passenger Arrivals,North America,11635
1990-10,Number Of Air Passenger Arrivals,Other Regions,na
1990-11,Number Of Air Passenger Arrivals,South East Asia,299150
1990-11,Number Of Air Passenger Arrivals,North East Asia,136243
1990-11,Number Of Air Passenger Arrivals,South Asia,31659
1990-11,Number Of Air Passenger Arrivals,Middle East,2812
1990-11,Number Of Air Passenger Arrivals,Oceania,63262
1990-11,Number Of Air Passenger Arrivals,Europe,63501
1990-11,Number Of Air Passenger Arrivals,North America,12397
1990-11,Number Of Air Passenger Arrivals,Other Regions,na
1990-12,Number Of Air Passenger Arrivals,South East Asia,354974
1990-12,Number Of Air Passenger Arrivals,North East Asia,147342
1990-12,Number Of Air Passenger Arrivals,South Asia,37529
1990-12,Number Of Air Passenger Arrivals,Middle East,3916
1990-12,Number Of Air Passenger Arrivals,Oceania,85964
1990-12,Number Of Air Passenger Arrivals,Europe,67917
1990-12,Number Of Air Passenger Arrivals,North America,16323
1990-12,Number Of Air Passenger Arrivals,Other Regions,na
1991-01,Number Of Air Passenger Arrivals,South East Asia,268667
1991-01,Number Of Air Passenger Arrivals,North East Asia,120343
1991-01,Number Of Air Passenger Arrivals,South Asia,36329
1991-01,Number Of Air Passenger Arrivals,Middle East,2541
1991-01,Number Of Air Passenger Arrivals,Oceania,60953
1991-01,Number Of Air Passenger Arrivals,Europe,60128
1991-01,Number Of Air Passenger Arrivals,North America,14462
1991-01,Number Of Air Passenger Arrivals,Other Regions,na
1991-02,Number Of Air Passenger Arrivals,South East Asia,250499
1991-02,Number Of Air Passenger Arrivals,North East Asia,106491
1991-02,Number Of Air Passenger Arrivals,South Asia,31220
1991-02,Number Of Air Passenger Arrivals,Middle East,6114
1991-02,Number Of Air Passenger Arrivals,Oceania,52150
1991-02,Number Of Air Passenger Arrivals,Europe,49649
1991-02,Number Of Air Passenger Arrivals,North America,10056
1991-02,Number Of Air Passenger Arrivals,Other Regions,na
1991-03,Number Of Air Passenger Arrivals,South East Asia,270273
1991-03,Number Of Air Passenger Arrivals,North East Asia,116594
1991-03,Number Of Air Passenger Arrivals,South Asia,33651
1991-03,Number Of Air Passenger Arrivals,Middle East,3351
1991-03,Number Of Air Passenger Arrivals,Oceania,64009
1991-03,Number Of Air Passenger Arrivals,Europe,55680
1991-03,Number Of Air Passenger Arrivals,North America,10999
1991-03,Number Of Air Passenger Arrivals,Other Regions,na
1991-04,Number Of Air Passenger Arrivals,South East Asia,279911
1991-04,Number Of Air Passenger Arrivals,North East Asia,124311
1991-04,Number Of Air Passenger Arrivals,South Asia,31410
1991-04,Number Of Air Passenger Arrivals,Middle East,3924
1991-04,Number Of Air Passenger Arrivals,Oceania,66542
1991-04,Number Of Air Passenger Arrivals,Europe,53903
1991-04,Number Of Air Passenger Arrivals,North America,9624
1991-04,Number Of Air Passenger Arrivals,Other Regions,na
1991-05,Number Of Air Passenger Arrivals,South East Asia,280875
1991-05,Number Of Air Passenger Arrivals,North East Asia,134300
1991-05,Number Of Air Passenger Arrivals,South Asia,31991
1991-05,Number Of Air Passenger Arrivals,Middle East,4955
1991-05,Number Of Air Passenger Arrivals,Oceania,57356
1991-05,Number Of Air Passenger Arrivals,Europe,52644
1991-05,Number Of Air Passenger Arrivals,North America,12087
1991-05,Number Of Air Passenger Arrivals,Other Regions,na
1991-06,Number Of Air Passenger Arrivals,South East Asia,346017
1991-06,Number Of Air Passenger Arrivals,North East Asia,163109
1991-06,Number Of Air Passenger Arrivals,South Asia,29572
1991-06,Number Of Air Passenger Arrivals,Middle East,5863
1991-06,Number Of Air Passenger Arrivals,Oceania,66072
1991-06,Number Of Air Passenger Arrivals,Europe,64374
1991-06,Number Of Air Passenger Arrivals,North America,16073
1991-06,Number Of Air Passenger Arrivals,Other Regions,na
1991-07,Number Of Air Passenger Arrivals,South East Asia,297219
1991-07,Number Of Air Passenger Arrivals,North East Asia,161167
1991-07,Number Of Air Passenger Arrivals,South Asia,33014
1991-07,Number Of Air Passenger Arrivals,Middle East,9690
1991-07,Number Of Air Passenger Arrivals,Oceania,56586
1991-07,Number Of Air Passenger Arrivals,Europe,77099
1991-07,Number Of Air Passenger Arrivals,North America,15311
1991-07,Number Of Air Passenger Arrivals,Other Regions,na
1991-08,Number Of Air Passenger Arrivals,South East Asia,337817
1991-08,Number Of Air Passenger Arrivals,North East Asia,167705
1991-08,Number Of Air Passenger Arrivals,South Asia,33553
1991-08,Number Of Air Passenger Arrivals,Middle East,8965
1991-08,Number Of Air Passenger Arrivals,Oceania,58324
1991-08,Number Of Air Passenger Arrivals,Europe,71126
1991-08,Number Of Air Passenger Arrivals,North America,12006
1991-08,Number Of Air Passenger Arrivals,Other Regions,na
1991-09,Number Of Air Passenger Arrivals,South East Asia,299518
1991-09,Number Of Air Passenger Arrivals,North East Asia,154831
1991-09,Number Of Air Passenger Arrivals,South Asia,32776
1991-09,Number Of Air Passenger Arrivals,Middle East,7353
1991-09,Number Of Air Passenger Arrivals,Oceania,56308
1991-09,Number Of Air Passenger Arrivals,Europe,76138
1991-09,Number Of Air Passenger Arrivals,North America,11529
1991-09,Number Of Air Passenger Arrivals,Other Regions,na
1991-10,Number Of Air Passenger Arrivals,South East Asia,304773
1991-10,Number Of Air Passenger Arrivals,North East Asia,155952
1991-10,Number Of Air Passenger Arrivals,South Asia,30621
1991-10,Number Of Air Passenger Arrivals,Middle East,7146
1991-10,Number Of Air Passenger Arrivals,Oceania,53401
1991-10,Number Of Air Passenger Arrivals,Europe,78752
1991-10,Number Of Air Passenger Arrivals,North America,11863
1991-10,Number Of Air Passenger Arrivals,Other Regions,na
1991-11,Number Of Air Passenger Arrivals,South East Asia,332544
1991-11,Number Of Air Passenger Arrivals,North East Asia,150625
1991-11,Number Of Air Passenger Arrivals,South Asia,30052
1991-11,Number Of Air Passenger Arrivals,Middle East,6412
1991-11,Number Of Air Passenger Arrivals,Oceania,69388
1991-11,Number Of Air Passenger Arrivals,Europe,65568
1991-11,Number Of Air Passenger Arrivals,North America,12157
1991-11,Number Of Air Passenger Arrivals,Other Regions,na
1991-12,Number Of Air Passenger Arrivals,South East Asia,393006
1991-12,Number Of Air Passenger Arrivals,North East Asia,172552
1991-12,Number Of Air Passenger Arrivals,South Asia,36497
1991-12,Number Of Air Passenger Arrivals,Middle East,8057
1991-12,Number Of Air Passenger Arrivals,Oceania,89268
1991-12,Number Of Air Passenger Arrivals,Europe,70321
1991-12,Number Of Air Passenger Arrivals,North America,17794
1991-12,Number Of Air Passenger Arrivals,Other Regions,na
1992-01,Number Of Air Passenger Arrivals,South East Asia,298231
1992-01,Number Of Air Passenger Arrivals,North East Asia,154909
1992-01,Number Of Air Passenger Arrivals,South Asia,39133
1992-01,Number Of Air Passenger Arrivals,Middle East,7084
1992-01,Number Of Air Passenger Arrivals,Oceania,65088
1992-01,Number Of Air Passenger Arrivals,Europe,61052
1992-01,Number Of Air Passenger Arrivals,North America,14963
1992-01,Number Of Air Passenger Arrivals,Other Regions,na
1992-02,Number Of Air Passenger Arrivals,South East Asia,339312
1992-02,Number Of Air Passenger Arrivals,North East Asia,167401
1992-02,Number Of Air Passenger Arrivals,South Asia,35926
1992-02,Number Of Air Passenger Arrivals,Middle East,5948
1992-02,Number Of Air Passenger Arrivals,Oceania,60910
1992-02,Number Of Air Passenger Arrivals,Europe,60282
1992-02,Number Of Air Passenger Arrivals,North America,11325
1992-02,Number Of Air Passenger Arrivals,Other Regions,na
1992-03,Number Of Air Passenger Arrivals,South East Asia,303345
1992-03,Number Of Air Passenger Arrivals,North East Asia,162380
1992-03,Number Of Air Passenger Arrivals,South Asia,33781
1992-03,Number Of Air Passenger Arrivals,Middle East,7259
1992-03,Number Of Air Passenger Arrivals,Oceania,68734
1992-03,Number Of Air Passenger Arrivals,Europe,57962
1992-03,Number Of Air Passenger Arrivals,North America,10613
1992-03,Number Of Air Passenger Arrivals,Other Regions,na
1992-04,Number Of Air Passenger Arrivals,South East Asia,320679
1992-04,Number Of Air Passenger Arrivals,North East Asia,158144
1992-04,Number Of Air Passenger Arrivals,South Asia,35300
1992-04,Number Of Air Passenger Arrivals,Middle East,6875
1992-04,Number Of Air Passenger Arrivals,Oceania,72786
1992-04,Number Of Air Passenger Arrivals,Europe,60145
1992-04,Number Of Air Passenger Arrivals,North America,10067
1992-04,Number Of Air Passenger Arrivals,Other Regions,na
1992-05,Number Of Air Passenger Arrivals,South East Asia,302699
1992-05,Number Of Air Passenger Arrivals,North East Asia,149908
1992-05,Number Of Air Passenger Arrivals,South Asia,35641
1992-05,Number Of Air Passenger Arrivals,Middle East,7125
1992-05,Number Of Air Passenger Arrivals,Oceania,64143
1992-05,Number Of Air Passenger Arrivals,Europe,58136
1992-05,Number Of Air Passenger Arrivals,North America,13728
1992-05,Number Of Air Passenger Arrivals,Other Regions,na
1992-06,Number Of Air Passenger Arrivals,South East Asia,353840
1992-06,Number Of Air Passenger Arrivals,North East Asia,188667
1992-06,Number Of Air Passenger Arrivals,South Asia,35154
1992-06,Number Of Air Passenger Arrivals,Middle East,9985
1992-06,Number Of Air Passenger Arrivals,Oceania,66126
1992-06,Number Of Air Passenger Arrivals,Europe,64328
1992-06,Number Of Air Passenger Arrivals,North America,16817
1992-06,Number Of Air Passenger Arrivals,Other Regions,na
1992-07,Number Of Air Passenger Arrivals,South East Asia,331159
1992-07,Number Of Air Passenger Arrivals,North East Asia,182222
1992-07,Number Of Air Passenger Arrivals,South Asia,37827
1992-07,Number Of Air Passenger Arrivals,Middle East,13548
1992-07,Number Of Air Passenger Arrivals,Oceania,65723
1992-07,Number Of Air Passenger Arrivals,Europe,82310
1992-07,Number Of Air Passenger Arrivals,North America,16574
1992-07,Number Of Air Passenger Arrivals,Other Regions,na
1992-08,Number Of Air Passenger Arrivals,South East Asia,355490
1992-08,Number Of Air Passenger Arrivals,North East Asia,180248
1992-08,Number Of Air Passenger Arrivals,South Asia,40488
1992-08,Number Of Air Passenger Arrivals,Middle East,10326
1992-08,Number Of Air Passenger Arrivals,Oceania,63369
1992-08,Number Of Air Passenger Arrivals,Europe,75929
1992-08,Number Of Air Passenger Arrivals,North America,17146
1992-08,Number Of Air Passenger Arrivals,Other Regions,na
1992-09,Number Of Air Passenger Arrivals,South East Asia,314531
1992-09,Number Of Air Passenger Arrivals,North East Asia,175848
1992-09,Number Of Air Passenger Arrivals,South Asia,36389
1992-09,Number Of Air Passenger Arrivals,Middle East,9657
1992-09,Number Of Air Passenger Arrivals,Oceania,63343
1992-09,Number Of Air Passenger Arrivals,Europe,74317
1992-09,Number Of Air Passenger Arrivals,North America,14816
1992-09,Number Of Air Passenger Arrivals,Other Regions,na
1992-10,Number Of Air Passenger Arrivals,South East Asia,320200
1992-10,Number Of Air Passenger Arrivals,North East Asia,160699
1992-10,Number Of Air Passenger Arrivals,South Asia,36561
1992-10,Number Of Air Passenger Arrivals,Middle East,8712
1992-10,Number Of Air Passenger Arrivals,Oceania,57838
1992-10,Number Of Air Passenger Arrivals,Europe,78694
1992-10,Number Of Air Passenger Arrivals,North America,14479
1992-10,Number Of Air Passenger Arrivals,Other Regions,na
1992-11,Number Of Air Passenger Arrivals,South East Asia,338192
1992-11,Number Of Air Passenger Arrivals,North East Asia,161874
1992-11,Number Of Air Passenger Arrivals,South Asia,34254
1992-11,Number Of Air Passenger Arrivals,Middle East,9645
1992-11,Number Of Air Passenger Arrivals,Oceania,76042
1992-11,Number Of Air Passenger Arrivals,Europe,75456
1992-11,Number Of Air Passenger Arrivals,North America,15648
1992-11,Number Of Air Passenger Arrivals,Other Regions,na
1992-12,Number Of Air Passenger Arrivals,South East Asia,402513
1992-12,Number Of Air Passenger Arrivals,North East Asia,187179
1992-12,Number Of Air Passenger Arrivals,South Asia,39341
1992-12,Number Of Air Passenger Arrivals,Middle East,10124
1992-12,Number Of Air Passenger Arrivals,Oceania,102189
1992-12,Number Of Air Passenger Arrivals,Europe,70586
1992-12,Number Of Air Passenger Arrivals,North America,19724
1992-12,Number Of Air Passenger Arrivals,Other Regions,na
1993-01,Number Of Air Passenger Arrivals,South East Asia,370181
1993-01,Number Of Air Passenger Arrivals,North East Asia,179449
1993-01,Number Of Air Passenger Arrivals,South Asia,40148
1993-01,Number Of Air Passenger Arrivals,Middle East,8092
1993-01,Number Of Air Passenger Arrivals,Oceania,76107
1993-01,Number Of Air Passenger Arrivals,Europe,70328
1993-01,Number Of Air Passenger Arrivals,North America,18524
1993-01,Number Of Air Passenger Arrivals,Other Regions,na
1993-02,Number Of Air Passenger Arrivals,South East Asia,314636
1993-02,Number Of Air Passenger Arrivals,North East Asia,164222
1993-02,Number Of Air Passenger Arrivals,South Asia,36310
1993-02,Number Of Air Passenger Arrivals,Middle East,6953
1993-02,Number Of Air Passenger Arrivals,Oceania,59566
1993-02,Number Of Air Passenger Arrivals,Europe,64573
1993-02,Number Of Air Passenger Arrivals,North America,12364
1993-02,Number Of Air Passenger Arrivals,Other Regions,na
1993-03,Number Of Air Passenger Arrivals,South East Asia,356806
1993-03,Number Of Air Passenger Arrivals,North East Asia,179915
1993-03,Number Of Air Passenger Arrivals,South Asia,36897
1993-03,Number Of Air Passenger Arrivals,Middle East,8439
1993-03,Number Of Air Passenger Arrivals,Oceania,74640
1993-03,Number Of Air Passenger Arrivals,Europe,72204
1993-03,Number Of Air Passenger Arrivals,North America,14477
1993-03,Number Of Air Passenger Arrivals,Other Regions,na
1993-04,Number Of Air Passenger Arrivals,South East Asia,343569
1993-04,Number Of Air Passenger Arrivals,North East Asia,172119
1993-04,Number Of Air Passenger Arrivals,South Asia,41808
1993-04,Number Of Air Passenger Arrivals,Middle East,8099
1993-04,Number Of Air Passenger Arrivals,Oceania,83172
1993-04,Number Of Air Passenger Arrivals,Europe,66432
1993-04,Number Of Air Passenger Arrivals,North America,13316
1993-04,Number Of Air Passenger Arrivals,Other Regions,na
1993-05,Number Of Air Passenger Arrivals,South East Asia,336797
1993-05,Number Of Air Passenger Arrivals,North East Asia,161691
1993-05,Number Of Air Passenger Arrivals,South Asia,40388
1993-05,Number Of Air Passenger Arrivals,Middle East,8255
1993-05,Number Of Air Passenger Arrivals,Oceania,72501
1993-05,Number Of Air Passenger Arrivals,Europe,69011
1993-05,Number Of Air Passenger Arrivals,North America,18071
1993-05,Number Of Air Passenger Arrivals,Other Regions,na
1993-06,Number Of Air Passenger Arrivals,South East Asia,401623
1993-06,Number Of Air Passenger Arrivals,North East Asia,200919
1993-06,Number Of Air Passenger Arrivals,South Asia,37073
1993-06,Number Of Air Passenger Arrivals,Middle East,12879
1993-06,Number Of Air Passenger Arrivals,Oceania,82100
1993-06,Number Of Air Passenger Arrivals,Europe,74909
1993-06,Number Of Air Passenger Arrivals,North America,20300
1993-06,Number Of Air Passenger Arrivals,Other Regions,na
1993-07,Number Of Air Passenger Arrivals,South East Asia,358973
1993-07,Number Of Air Passenger Arrivals,North East Asia,206222
